impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Methane (CH4) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	163.164814888	327.580848748	124.711387077	11.4979175922	164.875204275	1013.93494759	262.601901937	78.8324194558	496.167466907	511.770394809	950.315915548	237.149791693	92.2396699293	200.952747018	930.854262059	445.054687014	73.0367290029	21.0081078835	31.2615857556	3.44745477193	539.943307404	2657.73088258	220.901680337	146.026912106	245.543541035	55.5373819263	100.099154672	1013.27520625	5534.94956554	64.307033728	7600.14071485	2915.27655268	173.275342964	5409.81275486	5826.39566412	2534.29648973	12458.9552579	5856.36276426	94.6526078083	476.232466254	76.7605247894	473.667984786	4925.57767672	1526.13633042	28801.9124137	9888.73224765	2196.99334216	13535.0523884	19734.1152612
Nitrous Oxide (N2O) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	0.665978692901	1.06970204347	0.574565767257	0.0174894360837	1.7828965758	4.39741142724	0.611086942476	0.115468575634	1.96504232631	2.18006800813	2.67484776539	0.305937779603	0.159652040643	0.363810691191	1.03069932189	2.09133700808	0.113081780386	0.261915678631	0.191480259865	0.0102825157605	1.37309367348	2.87809206451	0.686578438014	0.323901966188	1.69387025824	0.182488014222	0.408487109631	2.35396299261	10.7823158635	4.09027415327	43.7265436143	4.03932162226	3.87098598932	5.78112999099	11.2499751124	2.25277377799	5.32485944718	2.64484616718	0.367544554043	1.81240864599	1.86757088591	0.334627207869	2.28234181435	3.71336318075	17.5534089719	4.92611328793	2.43195034776	1.9162915153	6.22828335028
Carbon dioxide (CO2) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	17806.1860058	46720.7557492	22117.8022149	2815.97777554	40140.0914177	223746.890172	21021.5625182	6394.57306788	88298.5146134	15129.0858562	91079.1106459	41484.3336541	8690.43849525	19913.5388668	38054.4201626	81499.2989183	5886.53504623	9099.60206515	3977.66417177	726.002558278	93337.0903761	81775.327615	18885.6571844	18750.0596645	17562.6052817	6140.83841466	14598.0313818	113087.309103	452705.797746	265274.939569	1850075.61014	240751.324173	205389.311386	126348.40671	411146.487662	136242.472849	544664.377907	102165.013608	13411.1795602	147570.377814	147029.86532	28977.6299185	149613.575522	184206.676075	1052555.18419	222752.069741	133365.0679	98867.9765212	731484.298783
Methane (CH4) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	3969.31470669	7975.02964151	2873.94212637	282.118492627	4003.30457873	24510.1485976	6294.39933211	1858.96993495	11890.4667689	12732.486521	22420.624847	5768.60110474	2233.55641231	4645.04988479	22222.167116	10896.2982534	1631.05226983	506.861330853	695.573901075	84.8430231384	13071.6622279	65712.3258465	5425.97123172	3270.23399618	6051.24852266	1366.24371407	2405.58299501	24646.7496881	134349.965508	1594.5682931	186015.90509	71027.7578426	4296.27052396	130229.73164	142610.299238	62370.3435654	309634.318211	142153.51668	2296.62263975	11211.6387153	1874.72457221	11732.8696214	121112.468712	37767.670668	707893.566506	242096.2788	52746.1084384	330418.699588	491294.817823
Nitrous Oxide (N2O) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	1507.34518335	2875.51080911	3077.82380122	68.738862305	1944.72347494	11302.0717049	3408.23064719	1367.54900875	6709.12386674	1385.99858879	16737.399291	2000.08221452	911.005512321	4623.33957053	12813.4864692	3365.63997798	2356.500557	296.679957752	1081.77277178	19.0768759219	5498.07376467	9570.55035233	1355.72403272	4631.35335906	1545.86617539	318.896170581	1276.72795036	8868.23615231	51176.5118025	1375.14369492	60562.8543529	23305.2570583	1578.06138254	61508.5765403	39703.6335703	12437.1852246	23514.401902	51514.3490858	940.263538172	8814.63923341	1084.45561054	1396.97248761	24841.6584727	5704.57432987	150109.50241	62522.5482643	26695.1245825	95425.767528	26388.1478119
Carbon dioxide (CO2) Fuel combustion and cement	17540.2063185	45262.9175398	21894.5134131	2789.40380788	39589.57466	221767.61908	20935.8841158	6378.1504263	87085.8720015	15057.6680467	89065.3155276	41159.4328712	8601.10276296	19701.7273456	37323.186601	81145.1779671	5759.32066728	8181.51678157	3950.78721294	725.599782669	91661.0167851	80363.6079907	17763.3039997	18573.1931099	17180.4385173	6064.57121952	14192.9384892	112538.954028	448771.805076	262834.117947	1838293.23246	238100.108304	205014.511952	118366.527037	409346.375056	133523.802345	543697.89366	99475.8004318	13389.9231867	140771.578348	146410.166341	28933.6033658	148709.522347	183726.866908	1029478.93489	221246.910379	129353.968351	97876.2269664	722446.455956
Carbon dioxide (CO2) Fuel combustion	17192.0063766	44279.7202748	21476.4688044	2700.05238374	38824.2019416	219332.277548	20383.2691174	6228.14055885	82921.2525958	14981.0034919	88511.5329573	39226.4295042	8071.68335047	19451.0385225	36552.1435335	79806.9101437	5417.49505599	7799.19518025	3761.19301412	725.487135458	91596.33682	78126.2097994	16602.3624758	18281.3017535	16837.3820347	5860.8797314	13520.9453563	111810.041156	446319.311514	256309.465519	1805737.48365	233465.8267	203780.818952	116123.222686	398835.648898	128725.426721	541383.488705	99203.7401087	13123.7604597	109696.314131	143992.091008	28660.3937947	145563.263048	182733.574926	957431.834381	218013.360433	125749.16587	91466.7663762	688863.198326
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 1999) | GWP100 (IPCC, 2007)	28813816037.9	61069650704.6	29452518207	3221946917.33	49607912265.4	273156209261	31759271619.4	9700266011.89	109591399209	29924554501.1	139806505920	50238824428.4	11908553055.7	30690155073.1	74369533171.4	104466591809	11578439619.8	10113166683.1	6765791668.27	1071457920.67	114977121932	180617954961	44781613210.3	27059811380.1	26275713178.3	8359069632.27	19470516689.3	152419090078	670422460994	301379110812	2.18344987041e+12	357854731357	212363700870	322486476605	607511666658	224915480115	977931068774	297834019000	18143338654.1	171445851752	153766170946	43501458049.3	295616812838	229570413528	1.92157705328e+12	544628885599	219461665848	526278629744	1.25586529668e+12
GHG emissions (GWP100min) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 min(Houghton et al., 2001)	29056223108.1	62096458231.7	29573404746.9	3396606205.12	50206586391.4	282277242734	33344092442.8	9773252249.18	112443692592	29504738283.7	142222210889	54192820962	12025527364.7	31034506812.5	79451899111	106830851705	11666682475.1	10375515580.2	6930456938.63	1126832444.71	116070469767	176773477010	44822508538.2	27704781842	26589202095.4	8527788039.19	19929848810.3	154015658862	670367855789	314768687137	2.2188143792e+12	356409266552	217526309502	318326420493	607452526227	227748653484	966095196685	288706140863	19615805660.7	173575415871	156330522427	44186012464.5	290508105672	229923055145	1.89514679557e+12	533491193765	223298806171	503322092883	1.23561182524e+12
GHG emissions (GWP100max) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 max(Houghton et al., 2001)	29637664574.3	63403574843.8	29672606535	3429316162.54	50984150241	289951945485	35283935748.2	9893783687.61	116730847011	29899077620.2	145914801502	57317274655	12175176874.6	31876636917.2	90622987905.3	110460318638	11848997066.3	10440737917.4	7045911183.21	1184757116.07	117138843655	177954542089	44958895991.9	28900821530.6	27001165347.7	8764602158.01	20806895859.8	155774622242	678559521950	330367534897	2.26878305834e+12	359638270213	221936846586	324979093385	618432449042	237615482290	976797886736	290703536297	22090669288.8	175292432501	158650664874	45612526751.3	294851610201	231922694322	1.916885018e+12	541338459343	233777779393	506997903645	1.2480222195e+12
GHG emissions (GWP20) | Problem oriented approach: non baseline (CML, 1999) | GWP20 (IPCC, 2007)	36202421159.1	75965467995	34761022411.8	3749911159.96	57070571209.9	317884450987	43438989422.9	13152819444.4	131697042340	53804635953.4	181391499156	61018778952.9	16078855880.3	39248726139.3	115751686433	124700108984	14573230569.5	11056684990.5	8040552553.37	1230265065.74	139153534453	297448929392	54931716812.4	33064713435.9	37569986870.5	10917005854.6	23953311931.5	198240478074	920744928338	303915920664	2.52997328679e+12	490348747377	220141203471	565421949722	874395299122	341765519562	1.55715704079e+12	563516568113	22371457732.5	192242350962	156720537883	65452665076.6	522544674694	300325756921	3.24756744829e+12	997825972295	317651639953	1.14442249325e+12	2.17844355096e+12
GHG emissions (GWP500) | Problem oriented approach: non baseline (CML, 1999) | GWP500 (IPCC, 2007)	25352620721.7	54124440834.3	25953103078.3	2991803167.02	45872122521.7	252057589821	25790102972.6	7741594401.4	98098672246.6	20407644258.3	116116802993	45252586923.6	9909453658.42	25255394783.1	52671311545.7	95452339806.4	9296190004.97	9615612640.54	5755059229.14	1003003212.92	103542714081	139886864332	40355959979.1	22527317195.2	21359683902.1	7253137962.92	17173862348.6	131294836433	552842917836	300184824228	2.02638103663e+12	297525168553	208949538280	201915401313	488911389206	175447135117	754065462768	173821154200	16171806038	159346043091	152715629453	34739229798.9	199221822565	200611587500	1.35615186228e+12	345702399530	169992326771	250044928702	901251371333
ozone layer depletion (ODP steady state) | Problem oriented approach: baseline (CML, 1999) | ODP steady state (WMO, 2003)	1542.54858685	2252.4514246	789.885680552	174.258016132	2130.09585514	12627.361336	1322.78137956	188.7770012	4366.48244729	714.545290735	6453.46977612	1024.09147771	645.937858657	851.447662474	1970.65622921	3804.52558617	212.577346863	214.11546732	125.692688282	61.8602774123	2328.07661841	3369.92621948	863.15188065	1587.06189873	1121.66267737	268.248636939	580.943772225	5464.55567397	48874.9137409	9687.6541613	36479.7578331	11865.6952883	7260.28268594	12371.880825	12529.1827426	10762.8534772	40547.2803447	4824.23860387	1571.1171487	6162.21296931	5729.33756866	2740.38866287	6780.65064139	2187.13222209	34051.7615434	18124.6772935	4019.3243174	14908.338549	45327.6458356
human toxicity (HTP inf) | Problem oriented approach: baseline (CML, 1999) | HTP inf. (Huijbregts, 1999 & 2000)	114180357467	292509906448	145652529980	70324433959.3	147804181250	2.58131385793e+12	477189818569	37938127978.5	373784748873	86952181905.5	559326350445	1.13924662448e+12	45934353159.6	51843414468.9	647263648823	503322647166	22221610737.8	102696348922	47765519954.2	8991996378.8	420334628817	267685914125	82011781778	486114083152	169125722271	43583107764.7	112888126650	765022008467	1.59937531638e+12	1.96321297771e+12	2.86033300528e+13	403955487093	988384849107	4.7722326814e+12	843606437686	6.96387468227e+12	5.8773330826e+12	103362703455	267223904963	5.11747889741e+12	461967007845	318650715658	633797223394	1.27709335725e+12	1.86926465487e+13	4.39626521134e+12	4.07660494947e+12	1.88720827007e+12	7.84181395869e+12
Freshwater aquatic ecotoxicity (FAETP inf) | Problem oriented approach: baseline (CML, 1999) | FAETP inf. (Huijbregts, 1999 & 2000)	74957009.9548	223641892.317	83664684.7655	65716420.0879	77379598.7248	2634470038.04	372111284.462	38750298.6305	560723278.687	62347955.5585	583446535.074	1111555008.94	36966348.046	67938204.4317	755356114.268	541761389.284	18503213.4343	67850104.545	37328711.4537	7744532.96713	409424592.001	194082023.414	54825250.0938	307030217.624	147928080.435	38680811.8937	84579470.3174	639121763.401	1073013962.3	1762259443.89	24042937749.2	578082788.384	1024337519.25	3517585499.58	1500296736.16	4937589822.07	5961957271.89	267053370.5	149376605.784	2707956102.58	460847125.074	267615482.85	496349034.7	1205747055.25	13460996188.1	3278169987.16	3228736950.93	1675543759.05	6420612411.1
Marine aquatic ecotoxicity (MAETP inf) | Problem oriented approach: baseline (CML, 1999) | MAETP inf. (Huijbregts, 1999 & 2000)	179615197179	841138489082	337202583968	285023489854	294577273869	1.02623524373e+13	1.48689677585e+12	322754193172	989260917965	209080629672	1.66963883466e+12	4.39734738509e+12	141486137542	131571123365	938708449562	1.29993463899e+12	67964471839.8	209188570827	139942803572	31437872388.8	1.42648785515e+12	540212163512	177783197267	689868949635	557047371141	90578170487.5	140263052930	2.39346756359e+12	3.00694098688e+12	7.53410397506e+12	6.00585869091e+13	1.22148067686e+12	3.23636353379e+12	9.40083712404e+12	1.09635870568e+13	1.44035614706e+13	2.12110989743e+13	725398233930	452063586800	6.36025954817e+12	1.45964187067e+12	707362083583	2.48800032517e+12	3.42906293786e+12	4.25094712957e+13	9.26893994644e+12	1.38267090536e+13	4.05247782661e+12	1.90849122805e+13
Freshwater sedimental ecotoxicity (FSETP inf) | Problem oriented approach: non baseline (CML, 1999) | FSETP inf. (Huijbregts, 1999 & 2000)	112968930.596	456569004.46	100393624.348	164375915.093	77623530.0867	6596201008.44	815511845.94	85898609.7532	1418689585.38	109555069.917	1370882965.42	2751228253.92	75040961.5108	160254763.005	1764412587.38	1293173453.02	37733429.2438	118583127.783	79562218.5246	16663363.6539	987929312.841	303538454.31	90269249.1325	455414520.322	324942725.798	82623878.8698	150320605.296	1437213166.89	1611290171.56	3991251621.3	44846218796.1	1455642084.95	2370923599.49	6196881667.92	3806196944.76	8433943893.06	13090305478.6	721973837.252	211655997.489	3084675831.1	1036114694.92	591769759.449	908390162.691	2468849316.11	23572374616.2	5791798785.85	6575239288.98	3346654667.92	12276595951.4
Marine sedimental ecotoxicity (MSETP inf) | Problem oriented approach: non baseline (CML, 1999) | MSETP inf. (Huijbregts, 1999 & 2000)	169566004113	807813001538	248018077086	279497941674	186177184555	9.85836260101e+12	1.421412579e+12	213268463129	873351908216	189342394179	1.57299592674e+12	4.18956547243e+12	134044951507	93759177924	812036800541	1.24185914672e+12	62074788861.4	204332631264	135954496255	29620102263.7	1.38612593682e+12	435899645635	169434252735	632643358242	522062997255	82603887667.4	121640771421	2.29084063144e+12	2.60623181587e+12	7.08949180827e+12	4.77217635501e+13	1.08051411362e+12	3.07032315299e+12	9.1041931178e+12	7.1949067429e+12	1.3875624074e+13	1.73043811952e+13	484316095027	395797493261	6.06482492961e+12	1.36049769804e+12	693034436112	1.80097914886e+12	2.93446667687e+12	3.99447682371e+13	8.92550789229e+12	1.22168399394e+13	3.92274154409e+12	1.84807722676e+13
Terrestrial ecotoxicity (TETP inf) | Problem oriented approach: baseline (CML, 1999) | TETP inf.(Huijbregts, 1999 & 2000)	375165729.595	2032237878.5	217135511.196	544530127.649	1583612844.76	19014862601.6	4485658095.34	350025571.023	1637950813.15	592487171.445	4316994310.1	9111320029.4	512445049.154	541271044.199	7509497126.11	3965462082.78	241328336.811	285272915.625	296098974.447	100945782.6	3470674269.47	1720621972.95	191357095.588	1747976778.64	1157053374.38	315380888.773	1293190161.5	7081053377.82	5761764018.33	14411543138.7	77147192007.3	3407455173.63	6399508499.31	43824782142.3	19591111673.6	73501246909.2	59378491940.8	1377518732.74	3120689857.55	9984941936.77	2468290512.31	3272568909.68	6716350858.02	11643018591.9	172374123429	42616083855.9	46985256196.2	19163597406.7	84618351138.2
human toxicity (HTP20) | Problem oriented approach: non baseline (CML, 1999) | HTP 20 (Huijbregts, 1999 & 2000)	11602546480.7	159148942166	11863275177.2	68827830412.6	6791889889.39	2.26676082485e+12	325196358399	30468819398.4	95912742506.3	24529330778.4	297035482217	973180426081	24120498296.1	5645721121.16	59383254515.8	234277849312	10198920200	33792595874	28657519809.7	5324263064.1	310396266290	13420583171.4	22297009021.3	39707789753.4	98323640431.3	14120987173.9	6800489141.14	513613796768	236120843392	1.38387327161e+12	1.77161522885e+12	169624764890	521676995632	878846510027	788067081378	1.37074528793e+12	2.02435287503e+12	32753145668.9	60507284305.5	305959086341	221729339008	163109339133	213999484305	232316056044	4.44987196479e+12	871206594890	1.82143301897e+12	375141810920	2.02162154265e+12
Freshwater aquatic ecotoxicity (FAETP20) | Problem oriented approach: non baseline (CML, 1999) | FAETP 20 (Huijbregts, 1999 & 2000)	11381993.6041	13628730.8904	4324177.84304	4060636.61067	7144064.76142	407382908.366	21056891.2307	3959509.99077	289960113.243	6674888.00293	168593522.83	158640797.946	2641729.9614	36200692.8217	395135148.096	189116879.528	2302101.7572	4884398.74442	2952294.5689	582233.075723	74883050.8263	39590980.4794	3379651.52722	50885156.8259	19262851.1805	11901268.1891	27834066.1693	73437064.6055	154832240.961	129858424.161	7753428193.59	270580592.871	245125581.859	547992994.241	430692372.245	550106251.036	1726834939.64	161178401.182	8316303.37485	121088087.714	109177335.257	61977159.6605	69172957.7031	352718469.442	1426446171.92	458038789.152	398460169.448	423754582.798	1001689049.92
Marine aquatic ecotoxicity (MAETP20) | Problem oriented approach: non baseline (CML, 1999) | MAETP 20 (Huijbregts, 1999 & 2000)	471135309.831	1631927769.23	313982134.76	605893003.927	308828330.732	27707513839	3013763416.22	310627114.359	8777727986.71	422182344.656	6780722118.18	11431224321.2	259817794.777	1028425601.9	11648783997.6	6919212791.38	151320328.246	429570404.87	288525264.226	60625619.9605	4313275018.56	1431867899.23	293317497.861	2064188576.38	1294562392.12	440644680.899	895064717.136	5680292213.09	6482669922.51	14781209558.2	247833447508	8557353076.4	11095780897.3	26242476434.4	17507146517.3	32628771559.1	63537239051.9	4625230581.14	819438353.509	9823098369.12	4825313655.24	2871671265.47	3731971380.32	12609880903	89847035729.3	23664013107.9	22598408638.5	16396178004.5	50821809058.7
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	35235993.2295	35646010.4974	10287678.4217	10265818.7339	19643609.7286	1226091565.48	52813880.949	8877437.04702	937707249.321	19507380.5594	530262968.958	473204780.595	6922062.05743	116281128.56	1284688120.02	605138350.081	6741900.41736	13908964.3663	7955452.98257	1590866.09592	229067409.119	120972428.066	9048101.31092	159373077.746	57244121.7901	37946491.739	89408651.0788	214945004.846	466846938.856	347525588.644	24606596331.8	867384121.562	766117206.992	1701570862.93	1279566917.38	1670264240.28	5438090507.28	514863923.09	22566469.5102	339337628.807	341324625.874	195509661.886	195916077.851	1115644780	4261814896.63	1408801721.19	1172499449.33	1349892638.77	3105471297.92
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	1171408769.94	2895255049.12	572602464.791	1039751587.11	696501125.17	57965949509.7	5229621391.01	548956424.508	25742185119.2	890233965.334	17152142118.4	23445971272	462709665.369	3075960130.37	34942035838.5	18503172668.3	315315342.303	821265991.521	526137468.226	112102857.219	9532299778.62	3693344216.1	536983830.86	5204909504.45	2697831928.43	1165973363.12	2572434466.63	11356523922.1	15432108945.3	27051165991.8	705839618553	24296489718.4	27028783961.9	62153401912.7	42827318935.2	71500561320.4	167560343306	13748702863.3	1591503693.19	19052247447.9	11844531303.4	6929447500.25	8090521531.85	34012604025.3	191445576143	54257466888.8	48743678469	42824254022.1	117743869426
Terrestrial ecotoxicity (TETP20) | Problem oriented approach: non baseline (CML, 1999) | TETP 20 (Huijbregts, 1999 & 2000)	2354860.79069	16436194.5047	3816649.43982	5870790.02839	3677380.94928	208072010.811	33971647.579	3313327.20699	17196307.9721	4617018.17922	32595281.901	89187736.533	2385154.77879	1665734.94788	28432705.9742	24380701.1991	1411960.77723	3409586.35401	2608047.97135	618689.199683	29240688.009	8759778.62722	2242185.43561	10257418.5865	9034679.99393	1700499.09454	4304882.62783	46557091.9747	36938249.6023	156050501.712	699272842.294	24441371.6054	61273955.1603	128492125.75	86734227.8121	194650919.307	198966722.877	13190875.826	13950770.3756	77712556.2444	22888877.0895	17285106.4475	34987639.4654	39331183.3329	573975591.151	131953634.648	124528728.37	58961748.0405	254794802.657
human toxicity (HTP100) | Problem oriented approach: non baseline (CML, 1999) | HTP 100 (Huijbregts, 1999 & 2000)	11605569355.1	159156246206	11865690802.3	68828549128.5	6796161397.02	2.26681278693e+12	325210353586	30470621039.1	95924358319.5	24532501568.2	297057406307	973199563201	24121472120.6	5648023092.25	59422191678	234290046161	10199961829.1	33793847824.6	28658717609	5324631402.25	310405684294	13430618208.5	22298407926.3	39718506872	98328865569.5	14121659838	6806338681.36	513632256092	236163351107	1.38396922388e+12	1.77225644203e+12	169640015317	521700849802	879045174264	788196536329	1.37107338336e+12	2.02470875957e+12	32761723023.6	60522774622.9	306033393231	221741082926	163114173939	214035738439	232373910296	4.45063273437e+12	871397328525	1.82176534796e+12	375227665265	2.02198479845e+12
Freshwater aquatic ecotoxicity (FAETP100) | Problem oriented approach: non baseline (CML, 1999) | FAETP 100 (Huijbregts, 1999 & 2000)	14188357.4269	26245308.5242	8467393.76228	8726200.04856	11023702.7271	597073772.215	44501751.3563	8353793.31553	331094946.327	9788828.44813	206546881.521	239023882.171	4676482.06809	41183165.3799	446238700.749	225277174.334	3392777.81327	8074824.98142	5079475.38501	1054185.87242	102353933.695	48717205.1059	5717893.04722	63331657.3618	28440226.0183	14328622.6559	32057890.1998	113775984.644	199761533.922	244327575.145	9125661657.59	312303807.249	310986533.145	699648459.625	597978306.482	753816712.356	2124423968.96	185073698.877	14719321.1191	198932412.034	138198756.279	78685175.8982	105190724.252	422798640.874	2032219586.73	600851163.454	567513594.238	509243318.594	1307281599.56
Marine aquatic ecotoxicity (MAETP100) | Problem oriented approach: non baseline (CML, 1999) | MAETP 100 (Huijbregts, 1999 & 2000)	1509855911.02	8968914275.27	1627204078.93	3459140043.46	1189785354.52	125209309563	16939827037.4	1676072772.38	16362264570.6	1863319082.37	21076810289.7	53111405461.9	1407806770.69	1699112679.97	19209747744.2	18564275449.5	674760164.221	2165780338.08	1530396769.41	316667763.822	17884201347.9	4112597726.61	1527796550.99	6403798964.36	5862292880.5	1217391425.82	1816778498.88	27281765245.4	22607289206.3	78280839795.8	525344958758	18362117653.4	38144186702.4	95376593689.1	58517893716.3	136916998855	176010690573	7983376348.66	3989722369.48	47957698093.2	16240538219.2	10098134708.7	15564735567.4	32922823575.5	393276011077	91572871776.7	95083547803.1	47233889319.1	192830133550
Freshwater sedimental ecotoxicity (FSETP100) | Problem oriented approach: non baseline (CML, 1999) | FSETP 100 (Huijbregts, 1999 & 2000)	43080507.638	67262425.4341	18476414.0023	22065977.8708	26935588.6036	1728840097.88	111029417.191	17043797.5512	1068585616.19	27333692.2461	639069280.077	683729935.33	11949733.9938	131431272.785	1452314260.15	714036619.87	9501129.27415	22196059.3185	13343360.3138	2770109.04061	303861738.474	144285529.068	14882607.1978	194129705.597	81058181.2883	45051244.6531	102398641.238	319709436.293	581348304.873	631843692.101	28498955080.6	995624090.081	951021202.619	2128090024.3	1635029825.47	2220786996.71	6506290269.5	584298499.069	37719455.3476	537659275.148	422258913.163	243381125.603	272758266.742	1313780265.43	5845494416.08	1802185204.55	1588313103.02	1605338187.09	3956561892.06
Marine sedimental ecotoxicity (MSETP100) | Problem oriented approach: non baseline (CML, 1999) | MSETP 100 (Huijbregts, 1999 & 2000)	2433848639.48	11384663892.2	2080221827.94	4320112656.71	1730157494.08	171850923108	21282180495.1	2086672351.1	36214659814.3	2587927468.69	34497229065.2	71976823098.6	1779684791.8	4053028345.54	46291175801.3	32992403333.5	924603995.403	2834699687.55	1958082406.5	407736241.545	25490242796.7	6976289937.45	1955397726.25	10545631326.1	8040571811.89	2125492975.91	3827944566.76	36460377619.9	34662705415.8	100573238681	1.06632736079e+12	37145637171.9	59458097723.9	147405758966	92005995039.6	199055680108	308475511167	18511714617.2	5317301200.69	63908160343.5	25526702877.8	15585161294.4	21939402384.2	59942613952.3	557275031903	137430590785	135413966264	81985655371.9	291236296204
Terrestrial ecotoxicity (TETP100) | Problem oriented approach: non baseline (CML, 1999) | TETP 100 (Huijbregts, 1999 & 2000)	11040528.7009	78485178.8875	18003042.6575	27999581.2275	17723359.6369	984734096.035	162405500.278	15662077.3776	74451525.5329	21938503.0762	152050560.91	422801410.643	11464017.5439	7126654.31241	126749185.203	112265762.286	6728861.68218	16190625.0528	12439196.5067	2958911.00259	138275129.3	41142823.8291	10661709.22	47990213.7158	42856941.5403	7870716.93691	20118607.4652	221896004.898	173646435.265	742711283.54	3136784593.01	110139304.475	286967932.663	612949019.45	404484180.101	938193345.218	919414471.767	58626340.5451	66987062.8589	369888610.753	106811640.717	81625178.9705	166086277.894	181673120.15	2754334437.49	631077773.676	599347551.641	276085727.921	1216611008.8
human toxicity (HTP500) | Problem oriented approach: non baseline (CML, 1999) | HTP 500 (Huijbregts, 1999 & 2000)	11614138863.1	159177352831	11870612995.7	68830701845.8	6809266340.79	2.26694422639e+12	325242493882	30473944220.4	95954262248.9	24540254115	297113370679	973247723704	24125117981.5	5654586579.82	59513350037.9	234330541010	10202188478.6	33797106912.5	28662115542.9	5325515242.04	310433427358	13452776216.4	22302184445.3	39745540875.1	98342904960.3	14123867350.4	6820369184.8	513691229896	236290475413	1.38415443427e+12	1.77361426358e+12	169684342491	521766062695	879741538557	788566968184	1.37223563356e+12	2.02592885382e+12	32782257284.5	60555701815.4	306229177301	221772791632	163133013626	214118265871	232566546977	4.45328634263e+12	872066049145	1.8229534894e+12	375529715796	2.02328168027e+12
Freshwater aquatic ecotoxicity (FAETP500) | Problem oriented approach: non baseline (CML, 1999) | FAETP 500 (Huijbregts, 1999 & 2000)	21081813.1951	70092227.4313	18233536.6348	25387098.296	17280082.5368	1161990606.99	126280441.832	17523360.0741	369190116.96	18811392.4906	287831395.211	480991025.671	11713667.7111	44390448.1385	477221462.844	289102078.847	6592546.91647	18824133.8775	12524955.7271	2614745.43627	180557704.038	66354964.5637	13838202.5638	90583047.5871	55639074.9154	18650503.3859	36832119.791	240326276.475	306839351.487	626391559.941	10924556737.1	363229041.59	470031430.444	1090881786.02	856673476.902	1343703144.55	2779716591.11	202448472.635	33875105.2529	461337990.954	206204334.997	118695376.944	180892608.882	538079848.129	3799625346.47	988262955.021	1014098793.05	676185648.269	2117995747.45
Marine aquatic ecotoxicity (MAETP500) | Problem oriented approach: non baseline (CML, 1999) | MAETP 500 (Huijbregts, 1999 & 2000)	6756909733.61	47760487963.9	8636647809.76	18519269152.6	5800085371.11	630767301199	90524964033.7	8907507662.17	46888898788.1	9401159317.68	91914690634	269647010389	7467864392.59	4100726072.88	45891222945.1	74155991274.6	3396729810.68	11280924122.6	8079587780.99	1662801989.56	87740417795.8	17487912319.1	8046398183.5	28116882434	29628656154.3	4951165581.02	5846375114.29	140020066208	105114210764	413018890542	1.76479611506e+12	61804926885.7	174469507630	451775055046	266825609382	684342570328	724636610981	20839569714.8	20719818365.5	249940544277	73554044933.1	46435172489.2	77223652870.8	131205298158	1.98687282257e+12	444297253959	474588851462	199488011586	925954363719
Freshwater sedimental ecotoxicity (FSETP500) | Problem oriented approach: non baseline (CML, 1999) | FSETP 500 (Huijbregts, 1999 & 2000)	60591550.3599	178042306.093	41859982.2564	64166094.2453	40979071.0331	3153188641.75	317122749.062	38313135.7125	1163392353.6	49982136.4129	843691785.373	1292968673.08	29690986.5908	138909000.513	1529001828.27	875009508.766	17520515.1627	49459568.4388	32170043.9913	6700695.87033	501399726.28	187535962.784	35439871.7562	262939624.102	149540323.616	55871939.9894	114281321.35	638815043.773	848138010.895	1593874624.09	32880828164	1122397696.17	1352242576.77	3126996548.91	2226224766.28	3726542824.01	8112960273.39	624090145.063	85445869.5738	1206106043.71	593384901.472	344471236.541	453009235.302	1600485832.12	10327196585.9	2789988203.8	2705178274.94	2031314323.76	6023426250.91
