impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Methane (CH4) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	578.78778666	1221.43112021	161.408965629	18.6288047675	544.135712278	5260.85488765	398.450278598	77.5089483018	2127.93196845	316.901934332	3483.44155527	527.438391435	145.825067336	451.764548646	920.228118443	3761.10024337	136.335350163	220.153786549	83.8407081696	41.5320201335	1850.16214542	1187.12091591	388.37441802	407.517499122	590.470755152	134.192154046	345.898446468	3392.24405948	16740.6643106	6587.83614401	27847.3770966	1850.10887122	4280.59980596	1867.45712513	8445.18588818	1610.3877784	2583.19357223	1707.33605144	774.570870526	2502.62843929	1681.39678584	400.497493093	2290.72360604	751.162014803	12032.5480224	3409.18003206	2179.88335614	4918.51938822	7988.18446267
Nitrous Oxide (N2O) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	0.84653826028	1.64628340887	0.187152351288	0.0213235124232	0.637074115819	7.98001879159	0.665682988604	0.0964638134771	2.37962387923	0.474709486319	4.74909629324	0.54681491153	0.179962030177	0.581944373347	1.58356253036	3.40549805592	0.148448503272	0.216634965165	0.0663054389783	0.0302619088736	2.10504495464	1.4892306094	0.500284530565	0.516784266443	1.04753067834	0.171700521295	0.367058440698	5.50976786509	24.9999801236	7.08066420403	17.9696262842	3.37774511523	3.90507131299	2.37693972887	6.17615362794	2.3577231305	3.11416030113	2.12350161909	1.21407615547	1.92416325392	1.29437941074	0.784013641396	2.19582636072	0.702422024547	21.87118322	6.27685466894	1.74118174662	6.97469002825	11.0690012107
Carbon dioxide (CO2) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	37766.0235039	83541.1882821	9519.11586639	1198.74428601	33551.2076462	347338.171778	33924.0684706	3943.33016857	109974.222868	22467.6044315	219756.166424	29632.3218515	8064.64744608	28411.6503744	72995.4269066	192212.437432	6812.88310677	11274.8211945	3317.42449074	1566.69468551	100973.079003	68435.6360947	22482.811056	25066.8972064	44627.9199616	7647.71299464	21843.3757605	247565.504086	1333738.22748	335720.683899	977568.202825	159000.987006	203371.97448	120745.389106	347982.265611	113583.376771	143217.734621	120819.598197	61956.0004928	102223.969171	64057.1478949	31999.4643095	119068.502016	35851.5181251	1049672.76408	289290.373139	124680.65251	373443.902518	489433.124474
Methane (CH4) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	14164.4704611	29793.0112307	3967.60334929	459.098649391	13400.0343234	128734.445609	9740.14887911	1892.09464382	52000.1923625	7774.24048006	85241.3964096	12999.2460687	3586.21734355	11129.1493144	22462.9396441	92574.3810232	3345.1860823	5365.58892625	2050.75539962	1025.00349142	45223.6788419	29141.1909391	9497.76018246	9985.15697218	14442.4238311	3290.88577031	8537.9372611	82673.8994813	411254.04349	161616.31622	684794.826852	45337.4150046	105503.586463	45922.046705	209188.948633	39420.4280966	62928.89916	42088.7173135	19060.3210559	61273.9544428	41124.5139848	9802.12762057	56136.9658979	18514.1331666	294920.109011	83415.4197127	53965.6493795	120437.518311	192968.892249
Nitrous Oxide (N2O) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	3890.54092959	9344.37240849	861.811234523	85.2823266803	2613.88121007	35598.2104559	2833.98191384	572.644656075	14990.5615542	1909.29333543	23403.3689649	2388.57835184	761.788016174	2139.79509258	6941.64037197	18336.0891493	797.553901554	1712.56561038	559.285691925	167.518430931	12909.3709365	6842.82767061	2671.35998517	2571.14534149	4118.7571111	813.070279071	1414.90831041	27057.7587312	94019.7602193	38818.7195034	141118.987334	11917.0248135	19179.702783	9819.75460541	24973.6207569	10706.6565439	20607.2263054	7721.43643466	3984.88712434	15971.1386019	11237.7605465	2740.5277698	14137.3573522	3367.13482842	76769.2238498	23494.3492697	6853.57168558	32182.0170533	83588.336633
Carbon dioxide (CO2) Fuel combustion and cement	37283.0697696	82466.186504	9367.96364002	1183.97117744	33239.7828469	343536.323367	33488.8386064	3893.38943393	108757.968145	22238.3918239	216595.61864	29355.9602542	7913.28307835	28058.6463422	72154.1012185	190614.290034	6708.36353723	11108.4700598	3262.9247499	1539.11920887	99406.0250921	67690.9911073	22227.3458723	24822.1016637	44062.8759806	7547.56287229	21645.2108728	244428.068504	1318010.72644	332583.309827	962219.407682	157195.90707	201343.695085	119807.97375	343864.764211	112710.823265	140550.674011	118380.771982	61378.1407653	101283.891096	62895.7027474	31601.2040539	117376.516878	35203.9579668	1042336.29004	285374.844333	123877.889481	366194.832428	483233.164851
Carbon dioxide (CO2) Fuel combustion	36423.3193104	80350.2416112	8907.62171345	1136.1167335	32663.2852433	336606.155499	32645.5026672	3773.47170515	106668.421786	21739.6741225	210093.927472	28660.4651504	7696.27054749	27428.9018455	70645.2355275	187743.872693	6536.9115497	10781.1753035	3163.02106323	1478.15676929	96562.9631313	66414.4437077	21690.3911257	24400.3550517	42746.7277176	7356.7156741	21277.5515107	238154.150007	1274827.57037	326226.529381	927356.872679	152795.621536	197005.670581	117249.296611	331336.940583	111232.488611	135679.356384	110210.065313	60146.0378064	99847.4692606	60252.3288685	30731.394293	113208.615112	33195.2831131	1025767.36705	275639.693222	121664.577976	340711.411958	466625.479877
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 1999) | GWP100 (IPCC, 2007)	58622601362	128528136915	14897576831.9	1768458556.76	52677554570.2	537610053303	48153023906.6	6767844225.16	186996831054	34707439055.1	342727542374	46542162708.3	12822926910.4	44151466721.7	107452994380	315086811888	11583924843.6	19113679945.3	6361955178.6	2878907893.65	166777061208	109957131864	35782312953.8	39655740443.1	66360135937	12213728781.1	33508842102.3	370911057123	1.91007077793e+12	549194940204	1.85117895724e+12	224740223424	338689618966	185696181613	598182246319	170417805326	233768225765	174538189393	88988789843	186350772366	119087990760	46448094990.4	193522905108	59346081022.5	1.48343943833e+12	413047776514	200510741025	542455183207	792978775274
GHG emissions (GWP100min) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 min(Houghton et al., 2001)	58821634087.1	128568343444	14914509258.6	1775479219.04	52607176107.3	538715231129	49006715807.8	6745691461.11	186613416233	34931896313.1	343437741462	46366938487.5	12765172051.5	44126691408.9	107936935885	313577087455	11515535596.9	19004299264.8	6296644388.64	2842230401.43	166359548997	109923304620	35887704874.9	39770331900.6	66934034196.4	12187944041.1	33371653254.6	372803687753	1.92067769438e+12	545826143130	1.82587739765e+12	226067484257	336445651842	185753727605	592408557531	170618788321	234151562566	175098219676	89436161697.4	184972095050	117776359770	46958310429	193775517976	58947709335.7	1.48864267445e+12	416056625966	199355895538	543659117290	792875129475
GHG emissions (GWP100max) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 max(Houghton et al., 2001)	59994543702.4	130682714335	15179994186.4	1793544309.86	53480674442.6	548563494216	49762779196.5	6827285622.52	190183864687	35526614094.8	350853739022	46859743349.4	12916482677.7	44933994751	109579139558	318432964860	11665938292.1	19260788900.5	6362760911.08	2869181092.2	169369380813	112065522353	36673603997.2	40638774579.2	68423346766.3	12372455570.2	33764970018.4	379913847852	1.96145751778e+12	553163962508	1.85118228871e+12	230493129514	342384705936	188882310701	602829638368	173663996082	239893906852	178167769989	90841382997.9	188495735464	119205105423	47939300727.9	199239647153	59777642533	1.51627002804e+12	425686952686	202018743775	552834086293	808950552431
GHG emissions (GWP20) | Problem oriented approach: non baseline (CML, 1999) | GWP20 (IPCC, 2007)	84966774323.8	184041336041	22303221891.5	2628194621.1	77534847705.2	776927052184	66275065410.8	10292418709.3	284040564040	49183531585.8	501644307119	70841763531.6	19521102238.7	64858962385.5	149255261811	488043869495	17803037614.9	29119075118.7	10185034081.5	4798162213.26	251140584002	164419699882	53509687812.3	58222943340.2	93202473055.1	18354155295.5	49398838660.9	524894717225	2.67881650154e+12	851511051274	3.1328066942e+12	309385552103	536178256608	271566681376	990240315680	244040150838	351104274458	253311895328	124514441789	300838665232	195975871584	64686026211.8	298523690376	93997611169.3	2.0341914062e+12	568797407020	301203644636	767466948661	1.15248264191e+12
GHG emissions (GWP500) | Problem oriented approach: non baseline (CML, 1999) | GWP500 (IPCC, 2007)	47114678028.2	103548993258	11756086449.5	1408456650.88	42457964005.4	433065265549	40145184044.7	5194524194.66	143880296399	28485341503.4	272908255157	36421552963.1	9986379823.49	35585251340.2	88751403869.5	242487098833	8935062520.06	14588302002.8	4685023503.74	2087725845.92	129395437366	86502670362.8	27938641670.8	31641456959.1	54572742315.3	9559067701.03	27052827563.4	301091150140	1.5801907055e+12	418275484358	1.3079096184e+12	187683777610	256297216568	149175057081	441057869251	137979352213	180443787986	141644937856	74054607912.2	136247270946	85112978731.6	38447709366.1	147713159122	44894543031.3	1.24268324799e+12	344019046791	160424146358	443561293762	619042209393
ozone layer depletion (ODP steady state) | Problem oriented approach: baseline (CML, 1999) | ODP steady state (WMO, 2003)	1823.89260932	4317.4237622	414.637691264	34.3982733153	1424.74245944	16196.2705808	1281.50933868	163.72313963	5722.36521267	1128.30581986	10945.1015189	2370.87882942	282.275354985	1284.54815992	3862.63527523	8844.85985074	307.969416437	639.122858586	155.042166312	66.7735539975	5530.95181321	3618.38951509	1091.08415591	1094.04247163	2097.40398652	319.705715756	801.45203069	11591.7537041	54780.4101221	15047.3560398	57905.4588641	9832.9079763	10128.4420338	6524.3131293	15258.7880709	8225.33922468	4761.12824161	4702.51818863	2391.7203461	4981.51210385	3082.78404747	1299.1410812	5064.16545164	1574.9498805	44066.6183748	17297.998914	5940.20664887	14599.2150158	18987.2822008
human toxicity (HTP inf) | Problem oriented approach: baseline (CML, 1999) | HTP inf. (Huijbregts, 1999 & 2000)	383094565848	826164423202	108516279444	13051466463.5	300253635592	3.63293055352e+12	541995475804	33178884497.9	1.37272224461e+12	273357492583	2.40356926227e+12	268180825017	53051453563.8	250111338436	710066115116	2.0791549929e+12	51884516129.7	89408672702.2	26395573271.7	12086703933.6	981849524963	751260025661	253238811818	389454937463	519950857026	59615457303.2	121119915188	2.52880771788e+12	2.14133769937e+13	3.55602567988e+12	7.54534568132e+12	2.10646397963e+12	2.4558746636e+12	1.58878781113e+12	5.44957660803e+12	1.20329190211e+12	2.75372678923e+12	1.84724747697e+12	553605323231	1.56284586565e+12	523675085607	441304555178	3.80596534866e+12	388616192038	1.18062542182e+13	5.24291390878e+12	1.08653301295e+12	4.65426710292e+12	7.8722764263e+12
Freshwater aquatic ecotoxicity (FAETP inf) | Problem oriented approach: baseline (CML, 1999) | FAETP inf. (Huijbregts, 1999 & 2000)	346166552.657	716910576.11	90484891.9278	11105497.0783	263688186.906	3153472308.37	486431587.422	30195414.191	1131034906.44	242021284.695	2032507610.28	235271429.814	51527893.1932	216918020.647	609837838.16	1724362074.63	46051058.8521	80791281.839	23292621.9288	10283180.9025	914582811.833	653454092.51	213628913.234	296010811.321	444818746.397	55036042.5553	111912559.735	2158735742.2	17009051968.6	3158209261.69	6396931289.94	1631019937.46	2030357862.29	1375318870.82	4583164425.06	989066488.408	2120476176.41	1431283071.35	519934370.805	1332370752.98	452234495.474	380428281.664	2668875722.47	331147140.067	9907946518.46	3930750476.96	979352441.257	3589814800.89	6146681409.78
Marine aquatic ecotoxicity (MAETP inf) | Problem oriented approach: baseline (CML, 1999) | MAETP inf. (Huijbregts, 1999 & 2000)	1.11844519447e+12	2.17634439504e+12	309023233289	42197421350.4	824669775645	9.86852793117e+12	1.87973713879e+12	112226930308	3.35484104529e+12	882109337596	5.86622034656e+12	864145521349	234532952726	678704031559	2.02626639563e+12	5.52526804569e+12	169140362665	259330975505	90308967565.1	36255533139.4	2.5715611004e+12	2.18480341886e+12	671134307288	944407907724	1.44214322171e+12	193892138377	372518021984	7.00573205138e+12	5.06587980939e+13	9.54525818442e+12	2.16721772558e+13	4.83879693651e+12	6.14742076494e+12	3.95076931808e+12	1.26757887541e+13	2.81660601638e+12	6.60300559396e+12	4.46193562391e+12	1.69541723327e+12	4.09185455456e+12	1.54135200576e+12	1.27277885271e+12	8.0044705905e+12	1.01923617711e+12	2.8848926471e+13	1.11465960121e+13	3.09672265725e+12	1.10994446579e+13	1.87598468386e+13
Freshwater sedimental ecotoxicity (FSETP inf) | Problem oriented approach: non baseline (CML, 1999) | FSETP inf. (Huijbregts, 1999 & 2000)	736938572.219	1440745325.8	184632667.766	24056875.2728	543754270.309	6434302253.24	1119765653.11	65742985.8713	2205692759.99	522109220.52	4016921018.93	497697985.918	111505930.508	439586419.837	1265201422.82	3443006957.39	95339228.0273	167362741.804	48642246.8957	20870360.6969	1906689540.34	1323903363.71	434054197.525	554124575.304	923763362.355	117011100.464	238472904.987	4394462670.11	32183999169	6408356378.06	12662764595.3	3011920842.57	3848019685.66	2753269535.21	8858704422.82	1893267203.46	3917257429.83	2676756739.77	1147080028.57	2662976448.94	921958163.296	802230001.03	4488583990.24	656340281.116	18811450714	6993780818.08	2008070535.44	6530874878.72	11312302855.3
Marine sedimental ecotoxicity (MSETP inf) | Problem oriented approach: non baseline (CML, 1999) | MSETP inf. (Huijbregts, 1999 & 2000)	997695890127	1.92892366471e+12	276549891808	39852518561.9	730400410004	8.68223065023e+12	1.77789385779e+12	99318354584.3	3.00339773629e+12	785517353621	5.22661386734e+12	765048672681	179639891038	590037656228	1.83237654398e+12	4.98471478513e+12	143131808199	227578225885	77399914596	32389112049.8	2.24881229093e+12	1.85301960758e+12	605976167766	848123319011	1.29976829525e+12	165140048629	321894832108	6.22356873785e+12	4.58260350792e+13	8.28894568139e+12	1.92907924461e+13	4.34755959874e+12	5.20400597573e+12	3.51999522279e+12	1.1396028968e+13	2.50450928624e+12	5.88422441944e+12	4.05536566024e+12	1.53785864151e+12	3.63093552481e+12	1.37781643587e+12	1.1653778293e+12	7.43058571207e+12	899210583971	2.38820189407e+13	1.00761519886e+13	2.62734660263e+12	9.61558664757e+12	1.61289157103e+13
Terrestrial ecotoxicity (TETP inf) | Problem oriented approach: baseline (CML, 1999) | TETP inf.(Huijbregts, 1999 & 2000)	2975188322.55	6414847164.8	832235426.098	107693439.731	2280012182.81	26785980805.7	4143449624.05	267913890.446	10206500457.7	2163709720.53	17933973530.6	1950761242.48	430534439.506	1933172255.63	5214212361.14	16266492139.6	440444440.697	723082426.899	230178676.633	98332311.8938	7380880618.12	5760833242.36	1929077016.43	2757156095.58	3995014203.82	476873781.805	926215419.682	18763532042.6	167267899880	23274160018.9	68141545592.6	14861371881.1	15648966323.5	11114871851.2	41679000480.5	8061730614.93	22016030708.4	13761170728	4172993282.89	13214923976.8	4200675702.12	3435091809.13	32285428402.4	2830669996.97	64244806454.4	36853976965.3	8360962472.22	31460812421.5	52180110000.2
human toxicity (HTP20) | Problem oriented approach: non baseline (CML, 1999) | HTP 20 (Huijbregts, 1999 & 2000)	147817584643	225209657622	41152813185	7410813560.79	97052355007.1	1.12998086131e+12	371481471356	16334576936.1	351255616014	131747971599	590330786133	124074136241	23754846485.1	72176377075.2	280490606405	672273016482	19026202136.1	29012821897.5	11162618571.3	4530472426.95	247844613696	226072798049	86241831658	107655791879	199463987269	22625306260.7	45232516117.5	862521627031	5.07129947306e+12	934509241962	2.39215853144e+12	471840963406	462305821224	395543852884	1.04933256124e+12	260978060589	624154574193	478212933323	250138534968	419687074111	189575064067	188268700736	694141878796	102424283219	1.82368146297e+12	942755880349	295666229026	910902384583	1.50445959488e+12
Freshwater aquatic ecotoxicity (FAETP20) | Problem oriented approach: non baseline (CML, 1999) | FAETP 20 (Huijbregts, 1999 & 2000)	79113673.9754	166823348.784	16548017.7842	1201151.78713	61308611.5622	726078774.634	61561260.2833	5590449.17261	245377985.68	44035358.7687	481516173.492	40817218.4965	11583340.9758	51788129.8126	115922512.526	332790243.92	9653232.6535	18843626.011	4149429.23865	1730274.76752	261826777.972	151028610.19	43725583.7863	49667587.838	90262463.3337	12819073.5747	27093057.9679	444309066.826	3288955305.63	793979639.163	1138098382.21	305953403.766	479225120.245	336674535.821	1097508359.07	226380161.25	383570663.01	237708672.698	118678047.1	303675408.665	83451694.8152	70337425.3931	325801132.908	73758347.2316	2631447924.99	724855333.946	253864358.228	701197086.777	1300980833.11
Marine aquatic ecotoxicity (MAETP20) | Problem oriented approach: non baseline (CML, 1999) | MAETP 20 (Huijbregts, 1999 & 2000)	3422631831.7	6766257416.46	797987684.627	93236424.3615	2546713831.24	30153600357.3	4502726520.11	285137062.351	10206515643.9	2262392630.41	19151598597.1	2128890924.2	502583702.827	2074184015.85	5599614762.04	15211953419.8	423382144.021	780186779.547	205655270.196	88249507.3343	9632144784.35	6167984390.54	1970660737.92	2351775068.91	4174553287.73	539925256.834	1125898742.48	19931970198.3	144530276748	31055450932.6	54360161566.3	13424090392.9	18440228451.9	13299420652.1	42527954801	8951266222.1	16957380005	11481864258.1	5326833142.06	12317041018.4	4007253625.53	3524063806.01	17684717636	3056726473.57	94267657329.1	31201351011	9708932726.68	29207191351.4	51846892916.5
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	246927544.481	522150774.324	50932562.6997	3492899.65721	191800843.311	2268081873.04	181520188.224	17070987.0156	767250542.964	134659350.994	1514331558.9	124258105.256	35249891.2917	162312205.956	357856639.416	1031481510.52	29731697.4769	58749251.6346	12590918.0996	5280809.92764	829079741.965	470644050.249	135936700.663	152858548.116	279989378.968	39799453.5448	84566028.2666	1378133512.4	10242781576.1	2490454548.46	3492592578.18	950473007.247	1500172170.48	1059010699.42	3455744401.4	709878213.724	1187160183.55	731900371.667	370409553.873	951653940.454	255959568.661	216734629.75	989411438.323	230347039.406	8278983332.89	2256913306.62	798031725.866	2176122175.71	4056910359.25
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	8431814500.71	17145428440.1	1873864213.66	185959435.615	6387271021.52	75516598590.9	9157973643.54	654276199.683	25580907920.4	5182903463.31	49061275005.5	4837396825.55	1214624724.16	5282446333.3	13181203524.8	36575932136.9	1027917481.33	1951229042.76	473669539.932	202494190.301	25562625809.1	15529002064.8	4774125573.02	5559870311.39	10006542630.2	1337516702.11	2816864964.21	48319015577.5	354713859208	79993516898.2	127680603127	32879030864	47823138417	34223359305	110550422197	22953967788.6	41278453566	27074523148.2	12945370793.6	31225770422.4	9396908021.76	8188683124.21	39895336637.1	7683894879.75	252989390418	77231862301.4	25216072871	72906720213.5	132162141661
Terrestrial ecotoxicity (TETP20) | Problem oriented approach: non baseline (CML, 1999) | TETP 20 (Huijbregts, 1999 & 2000)	16823634.1075	29727256.8107	4388102.55132	712576.882568	11710261.4724	140005096.49	34245885.44	1664087.07013	46571192.0234	13447104.8584	81343195.8224	12817618.0833	2581854.78624	9019229.82027	30870700.7512	78258844.1274	2086881.90425	3508208.79128	1169045.76769	506391.302534	34425641.1001	27991697.0171	10317159.9838	12883612.906	22721619.7143	2507427.45403	5220190.60399	103664137.755	699016348.813	128374779.827	308994376.767	65416502.8888	76977957.1568	54997976.3593	166807062.836	37752160.0973	81289295.19	62365080.0525	26726813.7312	51649074.7427	22178145.006	20332026.2755	103226784.174	13794233.3261	347323159.974	147050915.375	36901347.1782	133832996.033	222305750.015
human toxicity (HTP100) | Problem oriented approach: non baseline (CML, 1999) | HTP 100 (Huijbregts, 1999 & 2000)	147831696982	225242335729	41156995372.6	7411177122.66	97064010576.6	1.13011267397e+12	371493382089	16335737818.2	351307346187	131757113642	590423022342	124082609343	23757227196.3	72186931708.5	280513285186	672353405415	19028585780.1	29016384371.5	11163758572.4	4530917793.45	247882924744	226103821723	86250854207.6	107670661090	199481634138	22627781922.4	45237099047.3	862610071069	5.07211143465e+12	934624825403	2.39249081715e+12	471915692919	462394894799	395598541075	1.04954436153e+12	261021199650	624273272000	478278179869	250156116382	419757855990	189594451217	188283206188	694299186103	102438423369	1.82408465209e+12	942944746947	295711858510	911079228613	1.50476905413e+12
Freshwater aquatic ecotoxicity (FAETP100) | Problem oriented approach: non baseline (CML, 1999) | FAETP 100 (Huijbregts, 1999 & 2000)	100363972.135	207408266.267	21814377.5066	1873463.07734	76873590.3903	911942851.96	93549858.2326	7535105.4745	307042987.382	59415580.1104	594494127.908	55581331.5141	15491903.2352	64490663.9461	152202446.153	429112318.451	12512803.9198	23651548.5781	5610290.07467	2329039.92444	316535812.554	190572889.523	56043827.9104	65073366.8825	116781082.651	16328139.4357	34177824.8002	571234312.192	4174613153.28	980562203.295	1495907897.79	389426190.777	592805731.493	414418466.521	1339133203.6	279182733.664	490735199.041	311416471.474	151761457.661	377684757.774	109735168.425	93106265.5219	440748440.598	92463249.8112	3194435458.19	914681669.908	313248121.394	887463471.177	1624778469.96
Marine aquatic ecotoxicity (MAETP100) | Problem oriented approach: non baseline (CML, 1999) | MAETP 100 (Huijbregts, 1999 & 2000)	11390379149.3	21017049803	2937041974.13	449036801.303	8111343698.98	96380074378.1	21149250804.3	1100388162.36	32548213238	8761309425.82	57793276396.6	8360461098.98	1733439348.45	6342157374.66	20587096883.7	53376507200	1448700764.36	2499733928.5	784471592.222	340107934.815	26295246473.5	19412272349.5	6808846916.95	8519863093.04	14769693808.7	1767552285.04	3608021906.09	68762185064.1	485632800244	92433417627.3	199901329381	45223959721.8	53688430443.8	39757448123.3	123713488687	26925963547.4	57775340614.4	42040876053.7	18326583266.3	38160042566	14800955104.7	13303598313	70384288271.3	9695774109.31	247770688032	102623421281	28158980948.4	93751577768.7	157861444159
Freshwater sedimental ecotoxicity (FSETP100) | Problem oriented approach: non baseline (CML, 1999) | FSETP 100 (Huijbregts, 1999 & 2000)	304797743.228	633779938.653	64863288.9953	5219404.35197	234390231.051	2773876651.19	264432257.231	22125763.6822	936780250.241	174811669.452	1829038175.9	162445081.561	44650552.7804	196962478.662	454874080.444	1291061353.72	37122177.347	71785448.3909	16289146.6744	6842240.69122	984272055.39	575767101.201	169365267.168	193709472.987	351489384.073	49068232.5072	103640074.944	1718666066.23	12660656825.8	3003302727.46	4433555247.24	1176669599.23	1807134112.16	1276244267.35	4137864850.65	856374828.748	1473988863.14	928899675.51	460931156.396	1155313170.38	325291251.41	277749667.323	1293646563.63	281326155.583	9819665661.26	2776022663.5	959911706.502	2671817422.22	4926618463.92
Marine sedimental ecotoxicity (MSETP100) | Problem oriented approach: non baseline (CML, 1999) | MSETP 100 (Huijbregts, 1999 & 2000)	18086882815.1	34661997292.5	4438519872.29	602359742.818	13179913716.8	156266928250	28583930347.2	1623441105.55	52964687498	12908375600.3	96805995880.3	12229304373	2684353957.22	10527964405.5	31135693832.4	82756820175.6	2265735785.51	4049192658.09	1163830742.81	503383632.535	46442687864.4	31703764483.6	10622430816	12998599736.8	22748751147.4	2824973289.49	5833486774.77	107272157342	772131533990	155452889085	303511637865	71679473919	91431821964.9	66891501391	211894327061	45144450123.3	91216669906.3	64014900726.2	28608718999.6	63122502879.8	22347701990.5	19881293329.6	104021638572	15808994022.6	445287328466	164999505087	48077027040	151980795811	262900490162
Terrestrial ecotoxicity (TETP100) | Problem oriented approach: non baseline (CML, 1999) | TETP 100 (Huijbregts, 1999 & 2000)	78878231.6897	139118166.717	20708567.8493	3394512.86265	54814883.5501	655316583.188	162629211.767	7852706.47869	218432633.192	63481768.0884	380046574.834	60498345.1457	12075445.5531	42146466.9148	145466381.58	368893864.868	9810791.38783	16428194.6396	5524405.50493	2395430.98661	159184502.127	130921652.553	48545297.0674	60890955.1734	106969597.77	11736609.7441	24398665.8207	487329686.135	3294499356.12	596969354.878	1462184695.16	308073393.88	358242799.761	256336718.14	778660911.831	176276814.058	384111625.173	295027233.309	125318812.456	242120366.33	104688069.667	95978086.74	493883684.452	64585912.1336	1601040343.78	692881048.846	171430660.5	628351563.922	1039924438.04
human toxicity (HTP500) | Problem oriented approach: non baseline (CML, 1999) | HTP 500 (Huijbregts, 1999 & 2000)	147875212024	225345751249	41170224190.9	7412372161.49	97099979617.2	1.13051777605e+12	371530363397	16339315692.7	351468920370	131785507214	590710023765	124108624930	23764118178.4	72219694452	280583592844	672610697383	19036101820.1	29027565318.3	11167377092.9	4532337319.9	248001738750	226199092231	86278198344.7	107717770834	199535125872	22635465399.8	45251048349.4	862877072980	5.07471973772e+12	934970962335	2.39354616523e+12	472151830941	462653107697	395767683372	1.05022515749e+12	261154943017	624663594106	478486431680	250210204870	419990608577	189654850049	188328161890	694829676117	102482185420	1.82520301513e+12	943544387978	295856685875	911629079253	1.50572923793e+12
Freshwater aquatic ecotoxicity (FAETP500) | Problem oriented approach: non baseline (CML, 1999) | FAETP 500 (Huijbregts, 1999 & 2000)	146959929.079	291187005.608	34536253.7633	3966723.12745	109587311.767	1302479999.09	191047741.634	12358872.5742	438648778.564	97797883.5731	820668218.908	92739807.5365	23116451.6553	89711216.9315	240529785.504	654282657.101	18675310.7859	33768097.4245	9093128.51227	3832717.20714	412611325.009	269764072.778	84433529.5877	102227419.888	178990606.085	23636366.1248	48803941.2718	860086479.487	6177198160.17	1345828044.05	2355745779.71	578740646.299	807146586.034	569532447.301	1813989175.71	386071614.88	733838533.55	493253613.239	227271196.945	529037972.761	173813084.326	150328126.11	752226136.82	131889410.986	4143237437.01	1340366878.33	422152250.257	1281318705.83	2271656946.42
Marine aquatic ecotoxicity (MAETP500) | Problem oriented approach: non baseline (CML, 1999) | MAETP 500 (Huijbregts, 1999 & 2000)	51479112859.9	92227800339.2	13868443639.7	2313180032.51	35959819146.4	428087400615	107961789997	5283513242.45	144663264437	42105734597.4	249669236682	40394359268.9	7967300898.06	27570820125.4	97072472744	247496019850	6647520044.56	11126213080.6	3759172036.65	1635597659.9	107142740600	85643895940.1	31319737373.7	40073750672.7	68553823592.3	7937997639.57	16025903102.3	316158488596	2.21507280397e+12	396098703636	946665903343	206503058637	227923824174	170865278096	525584589005	116297335322	265678543814	198762849780	83923712030.9	167356868907	70077128058.2	63366344756.1	345160429201	42979870191.6	988791897784	464398260309	118992220826	419187100582	687469723717
Freshwater sedimental ecotoxicity (FSETP500) | Problem oriented approach: non baseline (CML, 1999) | FSETP 500 (Huijbregts, 1999 & 2000)	421331861.295	843383649.299	96711113.2767	10498738.4683	316148912.434	3748686560.78	510022746.818	34165710.4084	1266731894.6	270714581.511	2395560824.78	255207941.475	63072702.5912	259778707.731	676319605.104	1856066845.99	52377563.7011	97028536.364	24934231.0769	10606657.6784	1223897644.23	771946438.754	240557738.068	286909328.686	507344261.555	67180713.9529	139994702.093	2440863128.93	17695710798.9	3912922104.46	6586973811.24	1651984596.66	2338416470.24	1664697858.34	5331098407.8	1124102989.78	2083780834.34	1386297153.35	650207215.87	1534252390.58	485731673.066	421485445.945	2082710215.03	379873495.014	12157982288.6	3847259964.6	1229754721.28	3653548286.48	6536052764.45
Marine sedimental ecotoxicity (MSETP500) | Problem oriented approach: non baseline (CML, 1999) | MSETP 500 (Huijbregts, 1999 & 2000)	57907397515.6	105628458968	15304817462.3	2453534242.23	40876147368.6	485984797664	114602694245	5769981233.45	164748843844	45967103527.9	288134090561	43980346887.3	8813880550.43	31649000000.9	107108908303	276123277856	7424451137.42	12628163151.9	4114205090.88	1791330783.43	126952674426	97464884110.6	34998629944.3	44451072647.1	76165811748.5	8943343688	18149741819.2	353087752102	2.49987431687e+12	457182046306	1.04784001437e+12	232667507006	264746943755	197516077087	613934079400	134286408743	299131314038	220411415896	93710031956	192121943835	77311653984.5	69622720991.1	380071798055	48951376928.5	1.18106140346e+12	527008751880	138393564518	476550983986	791042483021
