impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Carbon dioxide (CO2) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	84453.5809318	145484.06104	30591.1460435	13005.1813007	107185.073362	902267.217629	62182.8782398	12372.8209344	291396.590381	53478.4726632	451493.68368	135471.219967	18575.3809219	67316.6749166	90562.0417328	441510.220079	19324.4835713	13778.2368032	9919.15745259	2206.28307409	192807.450607	285514.354581	62085.5579664	84772.2778674	71224.6300352	16375.2150765	39077.1473646	517369.614514	5795444.08971	1231850.66918	11787773.605	512902.579706	716401.94449	490281.854478	2938780.96795	486286.406314	1450700.99879	482851.792753	96765.6093704	436083.697886	233260.698964	68944.959213	675804.755909	263115.274167	2489120.84543	840502.580076	370336.487376	1130830.18092	2135948.80468
Methane (CH4) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	785.33086193	1361.43344261	388.219477756	31.4176855278	903.501392107	7103.44303756	564.991406546	148.447146794	3530.2104635	615.784764167	5005.34375029	828.603416065	238.948199915	786.017715306	1098.35002248	5097.79988765	235.711816568	229.339802268	135.454512547	44.8429926351	2053.64368292	3587.45493951	722.103184156	1179.46280005	801.970870756	207.223244972	488.151394789	6177.94819649	37771.051684	7531.61774671	81798.9249308	4142.163285	5318.85128007	18140.8547874	51586.4229058	7377.76609686	12024.7040605	5058.76777958	894.940790652	5659.39932077	1724.07294607	617.116467656	15765.071142	2300.83261392	34620.6317065	16875.845657	7323.01498446	51494.816101	18065.4226293
Nitrous Oxide (N2O) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	2.58441550516	2.68610746648	0.777281550141	0.127948395427	4.90179107176	20.1481138791	1.61766642422	0.306302615995	7.35393386117	4.00451979189	11.646901316	1.49464466308	0.580599423291	1.76195144877	1.90534457807	10.6297592054	0.545450875947	0.276800294929	0.39946573539	0.0406163987605	3.30377118724	12.136634985	1.62636680394	2.24491088293	2.60886408863	0.499645589362	0.951862539974	10.4856932021	178.563557289	25.6730634392	254.303188403	17.7140854838	14.676531652	26.9536946835	132.940628897	12.9796385396	21.5165901158	12.2706152603	2.07545788659	8.25546937473	4.36741100174	1.52227308126	22.9025010453	7.11151461626	74.0914846859	24.0670099994	7.66700572585	67.8415644969	32.0074785101
Carbon dioxide (CO2) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	84453.5809318	145484.06104	30591.1460435	13005.1813007	107185.073362	902267.217629	62182.8782398	12372.8209344	291396.590381	53478.4726632	451493.68368	135471.219967	18575.3809219	67316.6749166	90562.0417328	441510.220079	19324.4835713	13778.2368032	9919.15745259	2206.28307409	192807.450607	285514.354581	62085.5579664	84772.2778674	71224.6300352	16375.2150765	39077.1473646	517369.614514	5795444.08971	1231850.66918	11787773.605	512902.579706	716401.94449	490281.854478	2938780.96795	486286.406314	1450700.99879	482851.792753	96765.6093704	436083.697886	233260.698964	68944.959213	675804.755909	263115.274167	2489120.84543	840502.580076	370336.487376	1130830.18092	2135948.80468
Methane (CH4) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	19237.0938244	33199.7777888	9550.40108015	763.290699424	22143.7895939	173308.541982	13732.9830259	3618.9817131	86100.6458341	14971.0155973	122023.205105	20360.0816361	5871.20042079	19345.7518181	26831.5693495	125298.402069	5705.06977314	5585.98542277	3295.63875463	1106.72249827	50142.3827517	88087.0386838	17727.4333984	29047.133758	19483.3421403	5086.18590855	12043.2908579	150833.133764	924210.18104	184549.380237	2000011.20992	101580.745821	131064.487528	442100.189343	1266813.46726	180961.020729	296322.964714	124426.09587	21981.4169901	138174.653574	42075.9086426	15064.8548132	385617.426895	56452.9301655	848111.94442	412615.559839	181151.231345	1250578.41317	441736.777218
Nitrous Oxide (N2O) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	5492.59428911	10766.2746787	2080.25339788	302.173771974	6750.17662778	56992.3426976	5152.3460768	1190.26590394	27874.4920719	6242.70070005	40546.6093263	4677.04899478	1394.87318693	4156.9790206	8043.79273701	28755.0821052	2400.23400252	1840.80132438	1200.47157306	183.183312672	15273.1389242	22680.7880889	4360.40007729	5907.06346065	7523.32267149	1274.08535756	2196.74365835	46222.3446642	292399.983906	52244.0489965	611728.357288	28800.9662216	27102.5965619	144172.670697	311953.80364	45386.8620581	57604.0144884	28010.3788917	5292.35154241	41919.2568609	13530.3953872	4781.27536635	108256.417033	14848.4227304	229533.133481	117796.501496	25220.5554481	458777.299348	127531.787697
Carbon dioxide (CO2) Fuel combustion and cement	83313.140638	142212.851513	30143.9052767	12837.814559	105856.198642	893153.596797	61659.7652085	12303.6513422	285780.729171	52842.397726	443867.100064	134842.054019	18347.4795911	66563.5079217	89214.1196994	438496.806606	19168.0725644	13585.8531492	9828.03079674	2178.11962133	186070.987286	281418.600316	59512.0265781	84299.5930625	69615.1410554	16206.6003338	38367.9995711	512594.265596	5742115.18092	1206363.03435	11421924.6277	509203.478796	709735.140886	468260.484134	2917545.53085	477746.206885	1439767.79799	478613.859855	96017.9338464	429832.951871	231140.634719	68459.3234224	668755.11115	260151.99379	2459025.87309	822121.586968	357947.269746	1113920.57351	2109845.65383
Carbon dioxide (CO2) Fuel combustion	81044.929575	138586.400447	29087.6858027	12208.2106129	104110.914822	876817.304639	60173.5770098	12004.9382993	278562.267473	51765.3108011	430973.447171	132097.671278	17597.3755522	65427.0391807	86093.2184749	429401.231847	18892.0643588	13249.4180993	9409.17821761	2117.08410491	183018.919075	274258.142009	56558.2074331	80492.5086459	67001.8103585	15839.2765701	37138.7962411	502843.123261	5651802.76815	1180336.39595	10355661.6317	502111.03616	685001.544001	444913.661134	2754545.19527	461306.939377	1413854.6373	467449.408963	92361.4375858	416447.047849	226009.388628	67041.1668412	630473.929352	252833.6948	2371621.80874	780809.619186	345323.82482	1026021.39752	2012215.32295
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 1999) | GWP100 (IPCC, 2007)	118609920997	196333694655	44173701855.1	14474352501.1	143119094739	1.17714916204e+12	83440462645.1	17568682295.6	417944759169	77922149108.3	640405921914	163007001393	26303139024.5	95066097296.9	131262036383	622511632970	29194481028.5	21985636108.2	15714747892.4	3822306490.1	267149480058	423442116577	93663973855.1	123409736126	102381737048	23477394359.3	55914437166.2	737094910900	7.49381230677e+12	1.61155844359e+12	1.46971784136e+13	670093281722	889098602856	1.0922026009e+12	4.55427629289e+12	728754895507	1.87866350593e+12	648942401529	130616862820	629299583374	298810900324	91065926399.2	1.1740155714e+12	337346085773	3.64584031536e+12	1.43276918149e+12	604814590843	2.86043110011e+12	2.74502779255e+12
GHG emissions (GWP100min) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 min(Houghton et al., 2001)	119328042479	196998062462	44287222710.5	15147854654.1	143741708045	1.18794134245e+12	85276273822.2	17585213812.5	419500532600	78362388409.2	643485613602	169845810666	26541539198.6	95452651892	133360191486	624305655349	29477537496.1	21933040660.2	15815080179.7	3807394032.86	267475783452	423072345566	93971745503.3	123586977807	103307705660	23605173050.3	55810588660.4	740060724282	7.56033402798e+12	1.62523436468e+12	1.48626966175e+13	674692633739	893007332572	1.07575336471e+12	4.5683517946e+12	729114686442	1.88974498182e+12	649576461292	131695267433	626665529780	301387631500	92941871718.4	1.17549539135e+12	340354149559	3.64599431455e+12	1.43109048722e+12	600030753724	2.82237384817e+12	2.75818858583e+12
GHG emissions (GWP100max) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 max(Houghton et al., 2001)	121172033987	199716155780	44935857804.6	15285530852.4	145890607463	1.20637670524e+12	86617015326.1	17856952819.4	426657196278	79410180642.5	654203944032	171604918512	27187910289.2	97391787881.5	137872865533	633199944521	29994030138.9	22209798553.5	16116505710	3853947735.13	271037930972	429157303150	95244171573.1	125698741464	105235764464	24081701450.2	56425213481.3	750504236448	7.68056101279e+12	1.64982874975e+12	1.51748455181e+13	684725142728	904778807208	1.0915021885e+12	4.71296171125e+12	741937743067	1.91377378011e+12	656088759583	134001202504	633638994630	304992654327	94433717032.8	1.21942499185e+12	346528357643	3.7166003137e+12	1.46020864578e+12	607661642202	2.91179924831e+12	2.79321345217e+12
GHG emissions (GWP20) | Problem oriented approach: non baseline (CML, 1999) | GWP20 (IPCC, 2007)	154401158991	258202852731	62035110589.3	15890459926.2	184282552215	1.49876923504e+12	108960102711	24319715508.3	578649043781	105787449256	867865654760	201067497926	37274849784.7	131113611007	181238813935	856542856177	39800048288.2	32401310038.8	21857261397.6	5894623209.62	360590719261	582324079088	126804402784	177700915731	138569989716	32977201222.2	78370224947.1	1.01827495329e+12	9.21540984197e+12	1.95579128528e+12	1.8430828337e+13	859692148251	1.13351836753e+12	1.91872910055e+12	6.92553313064e+12	1.06735086972e+12	2.43112467447e+12	881868271311	171524363347	887552469193	376394816153	119081940663	1.89544139608e+12	442893303801	5.23125270442e+12	2.20435895021e+12	943713324403	5.19636692326e+12	3.57023052855e+12
GHG emissions (GWP500) | Problem oriented approach: non baseline (CML, 1999) | GWP500 (IPCC, 2007)	102844564410	168290265530	36550620631.2	13788139219.8	124795733677	1.03237586417e+12	71578330506.3	14492253112.2	344870009825	64592514857.5	536711026955	146647710591	21565086187.4	79845577665.3	108983922148	522196473965	24121588331.2	17244271866.7	12857809555.2	2966529607.1	225334797854	360139902585	79274494216.7	100494567083	85466713165.2	19347579957.9	46637612223.3	611021262091	6.71754395583e+12	1.4591458499e+12	1.30177088085e+13	585974214189	786340496111	714537105863	3.52093910252e+12	580882030656	1.64851256258e+12	548853497878	113114019693	513038989251	264571566920	78484890467.6	852935532480	290964848852	2.94611082281e+12	1.08880105237e+12	467713670702	1.76744397377e+12	2.37713621972e+12
ozone layer depletion (ODP steady state) | Problem oriented approach: baseline (CML, 1999) | ODP steady state (WMO, 2003)	3711.65491726	6363.1955808	1990.49500188	4592.48954938	4732.85372159	31762.1092839	2475.20901052	739.96844839	14752.709333	2122.85805063	24795.5305634	5338.30354862	1865.89720037	6112.78468653	5395.65171982	22922.7009646	1184.94314589	737.702238341	959.604731201	115.732459105	7017.26513836	11997.6328588	2662.83602326	6844.51568097	3125.32137705	1153.59157144	1137.77156929	19491.6086253	289612.459307	54265.4592669	347669.19371	33172.0662226	20910.6028415	43854.7039672	253427.947367	40906.3723797	47269.2210533	17069.5391314	3492.11717695	14235.5282998	9067.33755045	2626.80097819	84280.2428902	14183.5099218	189281.336647	66909.3535631	22458.514854	265326.123678	104630.682538
human toxicity (HTP inf) | Problem oriented approach: baseline (CML, 1999) | HTP inf. (Huijbregts, 1999 & 2000)	405787379463	853626962965	128990593134	245309124930	319135161409	4.99699270375e+12	817565809092	38071717501	1.56774850525e+12	309365575442	2.51425228087e+12	2.73682949671e+12	80928072071	260740666497	801599747605	2.53135482017e+12	64997715083.2	100300804741	37195311121.2	13546151690.3	1.02891883056e+12	857979077542	282900189038	437245907026	570345190065	64830365605	129670636241	3.2295070532e+12	2.56280663245e+13	5.67222213094e+12	1.04046727023e+14	2.50949305883e+12	3.11911228497e+12	6.66943416856e+12	7.94998748432e+12	3.70235470982e+12	8.73659337455e+12	2.016764145e+12	629075181774	2.90645313098e+12	1.3091653865e+12	923799967300	4.56096029453e+12	961408291365	1.70276420255e+13	1.28686317984e+13	2.10259075766e+12	1.00670917644e+13	1.12632586779e+13
Freshwater aquatic ecotoxicity (FAETP inf) | Problem oriented approach: baseline (CML, 1999) | FAETP inf. (Huijbregts, 1999 & 2000)	382605314.823	760113331.412	121188634.518	232422721.339	330229840.935	4623309435.67	769122143.744	51585520.8264	1474553360.63	293608137.243	2287411499.03	2595536748.2	90630476.8335	278647908.607	853609739.436	2319931952.48	66564550.1839	91313628.6448	42458448.4945	12240545.2672	975759267.861	941340269.31	256021724.614	397980639.993	505093144.253	67570030.4039	140258567.386	2976630703.45	21187945370.5	5916820865.67	92565320052.5	2173788661.51	2992660651.99	5241069431.64	15716789412.2	3002953843.18	9063872631.73	1721593642.09	579735334.351	2521541504.6	1231905738.73	847284509.573	4907676572.17	1110785167.38	15761800772.4	9629820200.33	2198784951.41	11671222498.5	9671592772.56
Marine aquatic ecotoxicity (MAETP inf) | Problem oriented approach: baseline (CML, 1999) | MAETP inf. (Huijbregts, 1999 & 2000)	1.22264496513e+12	2.33273499964e+12	489657440737	989271407611	1.04915136007e+12	1.65840659516e+13	3.00051114482e+12	479744129676	4.41535843465e+12	1.09568427207e+12	6.41801045884e+12	1.17231472598e+13	341851777448	812991925603	2.46218873748e+12	7.30745672712e+12	226468741120	302186310601	124595784801	45390408321.4	2.75241172329e+12	3.20589416704e+12	816816685705	1.23129795355e+12	1.70340858807e+12	238512252374	425826512740	1.039948865e+13	7.13614950918e+13	2.17174222844e+13	2.58367568603e+14	7.02695830231e+12	9.07913355632e+12	1.43945820997e+13	9.49070533977e+13	9.04458008943e+12	5.05523552333e+13	7.686187366e+12	1.90776155299e+12	9.49453219394e+12	4.78045667632e+12	3.11905196997e+12	1.43168641549e+13	3.11076867718e+12	4.44930593216e+13	2.7497186418e+13	1.1631181888e+13	2.38864214364e+13	3.09164783112e+13
Freshwater sedimental ecotoxicity (FSETP inf) | Problem oriented approach: non baseline (CML, 1999) | FSETP inf. (Huijbregts, 1999 & 2000)	817372885.427	1544020913.58	251803768.431	569537165.621	718864630.166	10088737903.4	1838153832.87	111013471.65	3066866942.34	644229256.815	4653629487.26	6423347091.05	210015385.797	608285015.139	1928462318.16	4959860663.54	145826958.494	192615351.123	97571072.5409	25195502.5756	2057191221.6	2065535922.21	536390612.416	804585202.495	1072059859.79	148406524.047	317328541.932	6461727326.2	40163759881.2	13145262078.5	178812282034	4330364856.54	6135881961.87	9679297326.62	38355682394.4	5529056802	18902497183.8	3266432116.22	1264007889.63	4934119167.87	2814856686.97	1967817703.3	10750641158.7	2470994684.02	31460820625	16970610640.6	4686364552.54	26197542353.3	18478506114.5
Marine sedimental ecotoxicity (MSETP inf) | Problem oriented approach: non baseline (CML, 1999) | MSETP inf. (Huijbregts, 1999 & 2000)	1.09211389618e+12	2.08078162253e+12	382764496097	969089477571	855577129572	1.48207719692e+13	2.87481018648e+12	270921386140	3.82981522195e+12	971628753940	5.72416142956e+12	1.10293974852e+13	282391050879	672049155696	2.25296388281e+12	6.66765452663e+12	197187123475	269617928193	110837816836	40926573985.5	2.42255130891e+12	2.4592613333e+12	740636088269	1.02927984573e+12	1.53456596786e+12	195770961852	363352061108	9.52720243726e+12	6.11324214424e+13	1.99383531373e+13	1.98326329067e+14	6.29661173888e+12	7.96847576786e+12	1.35976344248e+13	5.71858399556e+13	8.30452418063e+12	3.38291921486e+13	5.73360687688e+12	1.73618199235e+12	7.33488127442e+12	4.50905152137e+12	2.97650600129e+12	1.21720295769e+13	2.56922210843e+12	3.71807541736e+13	2.57765018294e+13	8.04244568743e+12	2.21191708912e+13	2.78655553575e+13
Terrestrial ecotoxicity (TETP inf) | Problem oriented approach: baseline (CML, 1999) | TETP inf.(Huijbregts, 1999 & 2000)	3059710505.95	6610423910.37	908005078.338	1873893267.85	2479771588.64	37023471680.4	6306726582.13	334152906.721	11175563819.5	2416037923.05	18743262386	20823600239.6	690984249.264	2026427279.49	6253034294.9	19743002144.4	567508955.638	793557837.447	289727765.388	115410088.66	7772953934.72	6532973390.99	2084482966.96	2958424767.19	4375148234.04	514679741.62	1007226965.87	24267237064.3	186900155601	38968801126.3	340681378586	18068499172.1	19479412230.1	57488182874.7	109048736497	34188265677.8	84106751349.1	15783049822.5	4969801574.05	17439751467.3	9672758490.79	7333597698.69	38499586900.9	8139207511.35	112628786538	110240351144	19963653305.6	84967816447.6	87992719787.6
human toxicity (HTP20) | Problem oriented approach: non baseline (CML, 1999) | HTP 20 (Huijbregts, 1999 & 2000)	150999849826	243831229168	47632579900	235072335357	99367377216.3	2.40708827273e+12	634027580888	19618556068.2	432192144140	151839206366	617357268288	2.57238711212e+12	43935915371.1	73920656115.7	293822487471	1.01370579874e+12	27005796372.6	38166412718.9	15696608167.9	5280459002.13	278395807917	237265802319	105869333229	113112085138	242890071373	25125238401.1	46385728416.4	1.52428752689e+12	6.60311021633e+12	2.65918113667e+12	9.55706097396e+12	798733539612	689032923324	1.39834503766e+12	3.15529257881e+12	763466966528	2.78950258873e+12	545640856739	282525761945	714109353350	859535231441	627260792830	1.30157412722e+12	209074822611	2.8632134664e+12	2.40101684355e+12	771733145975	2.03107325998e+12	2.47930702725e+12
Freshwater aquatic ecotoxicity (FAETP20) | Problem oriented approach: non baseline (CML, 1999) | FAETP 20 (Huijbregts, 1999 & 2000)	90264169.7794	175410025.881	27912491.319	14517056.6086	103101573.504	894649180.959	98846280.4421	14058713.4598	394758823.391	56164480.7815	602083480.905	202015988.267	24672609.1406	92810692.9378	251714528.953	517956436.309	16115905.2055	19738736.526	13309299.633	1887987.63388	279232218.402	319501006.106	54466673.776	105536270.042	99688456.5946	18651505.9917	45052650.3301	549547864.023	3921306509.96	1133951484.63	30476137769.7	417240116.116	783261100.009	961467804.49	6777493208.01	517457004.188	2376186231.48	323361221.99	124367283.944	603349723.706	161910798.877	125407094.121	1564956911.76	403220151.243	4636119782.62	1489313775.58	588291344.106	4581259197.01	1816153262.72
Marine aquatic ecotoxicity (MAETP20) | Problem oriented approach: non baseline (CML, 1999) | MAETP 20 (Huijbregts, 1999 & 2000)	3827196253.37	7199180143.94	1172360467.28	2098688445.85	3737268281.58	44437005748.8	7449750832.16	510524841.107	15103197063.8	2785159944	22868341183.9	24105068991.6	1016714265.93	3252202522.76	9614535866.46	22948528367.9	690043068.077	875169620.085	502679950.419	101684303.045	10382594289.5	11003357763.7	2446436118.83	4002309852.43	4794430018.11	728507702.363	1644589889.53	28023933258.4	176854771341	55588769187.8	986081513571	19209099366.7	29493043377	42953411954.8	212734042951	23638124778.8	87488181347.5	14256325494.8	5783416535.3	23404588626.2	11225130766.4	8211543361.07	56934569178.7	13628273600.9	163350236021	71459264616.2	21647502451.8	151409099833	79044033712.9
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	282077722.616	548512617.661	85782930.2638	37074214.0009	324812363.291	2748253331.17	291151746.365	40005814.3192	1242440865.84	171613030.894	1897495719.93	536219092.132	76467701.2929	294245529.576	798731170	1615766749.15	50175993.0594	61231411.8215	42013037.3491	5713924.64685	883819736.544	1005397673.62	169064689.433	331484397.143	307860183.565	58240120.7208	142429008.071	1686759587.19	12050098771.5	3484195687.02	96445572180.5	1288283221.49	2462608390.6	2996690894.52	20961156460.1	1597756190.19	7197828306.23	970688549.807	386850586.924	1865186741.87	478965566.197	376912186.323	4956823418.2	1281890336.2	14658269882.1	4605027515.84	1789997925.6	14711235593.2	5626224309.46
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	9508321888.23	18139679831.7	2899047513.4	3621924526.22	9977835110.19	103183367208	15053647923.6	1259024410.51	39232998038.7	6438303679.62	59727874083.5	43034309689.6	2539917246.76	8860606809.57	25140136145.6	56079509147.3	1709246639.61	2125848489.71	1323614386.22	227614876.47	27430585901.9	29976791974.7	5920398133.74	10479866906.5	11303817972.9	1869830674.2	4383119821.44	64494011879.2	425005121311	129636187858	2.78687453005e+12	45959253090.6	77327052015.8	104702750295	597983382547	56749663325.9	224069468304	34069375275	13860200851.7	59859781325.1	23137397370.2	17355918469.6	153531131211	37923248303.2	444178910761	169286927338	55768086358.4	430538378805	193146451458
Terrestrial ecotoxicity (TETP20) | Problem oriented approach: non baseline (CML, 1999) | TETP 20 (Huijbregts, 1999 & 2000)	17525530.7594	31596178.2889	5571208.46461	20027663.0704	13028372.8247	253542775.794	57113009.1643	2750963.66949	56852951.637	15756886.0201	85938910.6194	222014369.324	4491471.46191	9780790.35298	35653216.6047	109912354.194	3033724.55899	4295905.72007	1679802.80925	602324.485797	37575995.2917	34952673.7604	12117253.1581	14978042.1626	26770218.0372	2840288.56069	5791722.32191	160660343.874	867859686.656	300116114.899	2896502225.61	98357250.7011	108958414.325	196675982.986	531732471.2	110301117.721	350397144.926	78134130.4387	31293741.1525	96911424.6746	80506656.808	58365594.0759	173811566.952	34060109.525	514886011.24	356638144.191	84457546.9476	315874779.327	339066218.687
human toxicity (HTP100) | Problem oriented approach: non baseline (CML, 1999) | HTP 100 (Huijbregts, 1999 & 2000)	151014846724	243864611792	47637949283.1	235074893570	99381331929.3	2.40724442402e+12	634043299156	19621746135.1	432251277131	151849653269	617458076923	2.57242217658e+12	43939014906.4	73932943067.1	293850611069	1.01379635822e+12	27008810340.3	38170088270.1	15698293560.2	5280974665.65	278435507334	237308202935	105879027224	113129963105	242908930914	25128032885.8	46390904283.7	1.5243852613e+12	6.6040627083e+12	2.6593689969e+12	9.55983910842e+12	798818156943	689142681097	1.39861113328e+12	3.15627819522e+12	763630287252	2.79009084607e+12	545729073195	282546806040	714218189211	859565328836	627280586408	1.30179100838e+12	209123228894	2.86389210796e+12	2.40154244943e+12	771884005711	2.03157599508e+12	2.47976977482e+12
Freshwater aquatic ecotoxicity (FAETP100) | Problem oriented approach: non baseline (CML, 1999) | FAETP 100 (Huijbregts, 1999 & 2000)	113763398.633	218753853.945	36419873.018	30661466.2771	125270212.172	1191909449.04	151142894.731	20947662.5802	484277398.082	75113128.7113	732005282.032	392817712.917	31282758.6357	111133424.762	306071499.892	657697978.202	20432067.8935	25253816.8843	16082762.3347	2603071.84626	338152955.972	386572848.565	69678349.4412	129759590.373	130768720.264	23282995.7871	54460778.507	733991479.037	5116054720.11	1503112026.95	36180782287	540668347.443	957325318.689	1210118535.71	8470830811.82	662336754.493	3161267670.36	442154534.342	160790717.656	768663677.96	241600449.742	181082394.382	1880029287.39	476275978.598	5561917347.95	1924280597.39	770089348.303	5282327401.91	2317457512.71
Marine aquatic ecotoxicity (MAETP100) | Problem oriented approach: non baseline (CML, 1999) | MAETP 100 (Huijbregts, 1999 & 2000)	12475879560.7	22669323326	3847618033.56	11915342089.6	10013077193.5	167664751915	35337782626.3	1635344708.44	43801965366	10566023279.5	65310561618.6	132211891801	3266716868.34	8167972908.45	27403483716	77905245181.5	2263585415	3003928523.62	1407914262.22	407603144.168	28750364928	27455017463.5	8462721296.32	11361117988.3	17561510986.2	2182954792.45	4440354950.08	107537592830	619689118778	206547046930	2.15556857407e+12	68117805807.7	83119786842.3	146764310894	468626702852	83157460915.9	259408864464	50248012213.3	20486934667.6	70448432372.7	51621447360.5	36544544359.4	148867006059	31856621265.6	413023410458	259120007013	63189615256.9	327850543676	265870846416
Freshwater sedimental ecotoxicity (FSETP100) | Problem oriented approach: non baseline (CML, 1999) | FSETP 100 (Huijbregts, 1999 & 2000)	346413114.424	667735857.643	106895351.048	77939527.4148	385441584.278	3531751967.61	427553983.224	52738053.6569	1490603244.47	221023338.291	2264636928.4	1010167500.64	93763955.2097	345815369.734	955399172.817	1999992481.54	61778768.2211	76088708.4844	49915692.3497	7563693.64678	1051095971.73	1184920276.08	210406879.309	397321192.331	390899600.387	70522077.767	168867312.253	2178238307.78	15143835620.5	4470788534.31	112192559642	1618158019.47	2947416337.73	3693534383.26	24832810338.7	1990799479.74	8935580964.67	1245169501.75	485855145.783	2279527627.55	685782173.992	524174594.453	5848387439.5	1491531235.13	17251238519.4	5796563590.46	2203504105.83	16901119914.3	6978601975.5
Marine sedimental ecotoxicity (MSETP100) | Problem oriented approach: non baseline (CML, 1999) | MSETP 100 (Huijbregts, 1999 & 2000)	19993249292	37079587109.5	6118093956.03	14911491081.7	17798327836	249725678837	47529811570.7	2553991206.5	74663973774.3	15664344299.4	112417161933	167481827698	5245772497.91	15077476264	47067420781.6	122516289962	3610883302.7	4695184462.75	2440886472.3	589634243.268	50359395534.7	50667942514.6	13159688069.4	19590033410.6	26570184242.5	3644751957.74	7859645382.59	158891591685	959629586182	308085500341	4.2930775705e+12	104806848653	143399549769	232495354019	921847942903	129581935824	432909011208	77133237779	31502886468.4	117212213620	70258644034.8	50550268661.1	269406248557	61459495325	760854232993	399166353554	106210502700	664973082380	420002299157
Terrestrial ecotoxicity (TETP100) | Problem oriented approach: non baseline (CML, 1999) | TETP 100 (Huijbregts, 1999 & 2000)	81968227.1826	147870051.505	25984061.4545	95509349.6085	59970075.3021	1193911247.17	271149409.846	12613296.1176	263567210.7	74242563.4263	399231614.861	1057148702.87	20918921.6719	44682849.8741	164958110.313	515771519.501	14187987.1864	20176225.9348	7740601.59555	2853768.35112	173852324.988	159510918.408	56898854.3162	69350339.691	126094173.142	13169588.0321	26666672.8204	757683015.059	4084382041.87	1410540202.85	13033380375.9	462820932.98	503912143.005	931088052.651	2353851628.52	523400931.956	1618174383.4	366817099.338	147129777.593	449366072.807	381934165.068	276756070.977	797808723.17	153949686.786	2361461621.83	1696724674.5	390262812.939	1412429304.44	1596146900.83
human toxicity (HTP500) | Problem oriented approach: non baseline (CML, 1999) | HTP 500 (Huijbregts, 1999 & 2000)	151060295871	243969718349	47652726503.8	235082784989	99420166037.6	2.40770838071e+12	634089549868	19627965401.3	432428524845	151880686144	617761062423	2.57252279843e+12	43947496616.3	73967474308.9	293933345281	1.01407782015e+12	27017428158.8	38181588403.3	15702901053.6	5282559952.93	278558130085	237417662828	105907639550	113181195231	242965138592	25136133319.5	46406062793.6	1.52467830835e+12	6.60700739677e+12	2.65986210949e+12	9.5656884063e+12	799078600344	689454748561	1.39951111842e+12	3.15853756841e+12	764179816979	2.79183846311e+12	545979121089	282608339532	714522560486	859656623875	627341725138	1.30237992558e+12	209256625679	2.86580001796e+12	2.40330489801e+12	772334794036	2.03297308379e+12	2.48127135058e+12
Freshwater aquatic ecotoxicity (FAETP500) | Problem oriented approach: non baseline (CML, 1999) | FAETP 500 (Huijbregts, 1999 & 2000)	164716933.153	310267697.599	52852699.7172	88087724.1315	161866419.278	1923390975.34	313685745.87	29575517.8124	652884919.943	121987952.016	980178773.363	1029145097.68	44609365.9835	139299011.543	410178795.102	977117001.065	29680512.6299	37801616.9116	21267199.1697	4490227.70588	443921397.631	484745557.618	105198238.225	173364641.574	205919451.56	31920847.1083	70649970.3465	1207623777.52	7794602784.37	2448447855.56	43674521455.4	833062159.908	1291578561.27	1804690933.36	10207666100.2	1012804880.12	4302669439.41	671382720.718	246698943.247	1063322463.71	482270677.208	345746543.185	2402166294.77	579227953.822	7043641413.1	3021072640.33	1044546471.39	6202542774.59	3475355690.77
Marine aquatic ecotoxicity (MAETP500) | Problem oriented approach: non baseline (CML, 1999) | MAETP 500 (Huijbregts, 1999 & 2000)	55832181013.9	100086880308	17301042444	63714575489.5	40316398527	797387419679	180765760785	7308174535.38	184834297393	50376404205.9	273683076045	701521640829	14509655394.6	31476073024.9	113977483049	355226458772	10160537279.4	13779246459.1	5815442458.39	1985314563.35	118101047716	105471186909	38913746698.7	47433863475.1	82615372027.3	9372087446.3	17931457662.1	514696203992	2.87565289766e+12	975569720188	7.45190074109e+12	317056966128	345285351683	676026741245	1.63872517263e+12	388178008900	1.1148193827e+12	234110161049	94980701644.2	304206342921	261946504106	183555808919	590882086036	116641270616	1.60589767763e+12	1.22487160686e+12	269130700533	1.12301016314e+12	1.21270026573e+12
