impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Carbon dioxide (CO2) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	64493.7434337	108663.628507	43189.832392	14622.4147903	113773.957134	778675.936024	49280.3722875	14824.0638337	269720.882127	46139.9540879	322816.627902	147323.23177	19201.1719711	58818.563409	55621.0349888	330797.081566	18398.1355108	11603.0176738	10579.3971336	1365.59094686	185171.461979	298854.046101	58488.4040948	78455.4403255	44159.3153554	14868.3404965	31831.8029859	382891.419531	4914411.65998	1161404.92485	12660281.0123	594652.916873	718419.281396	495884.872083	3001945.19	508945.502392	1852147.64208	464197.208164	48220.7884379	481430.106528	316233.41639	65923.1248219	706349.829415	411470.432117	2492003.26555	773964.276679	379020.902766	856254.254927	2377999.97899
Methane (CH4) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	369.707890158	467.583171143	351.521899204	24.2867983524	524.240884103	2856.5230975	429.143029884	149.770617948	1898.44596196	810.653224644	2472.21811057	538.314816324	185.362802508	535.205913677	1108.9761661	1781.75433129	172.413195408	30.1941236026	82.8753901331	6.75842727356	743.424844905	5058.06490617	554.630446472	917.972213029	457.043656639	128.568472852	242.352102993	3798.97934327	26565.336939	1008.08863643	61551.6885491	5207.33096646	1211.52681708	21683.2104171	48967.6326817	8301.67480818	21900.4657462	9207.7944924	215.022527934	3633.00334773	119.436685017	690.286959348	18399.9252127	3075.80692954	51389.9960979	23355.3978726	7340.12497049	60111.3491012	29811.3534278
Nitrous Oxide (N2O) IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	2.40385593778	2.10952610109	1.16469496611	0.124114319087	6.04761353174	16.5655065147	1.56307037809	0.325307378152	6.93935230825	5.7098783137	9.57265278812	1.25376753116	0.560289433757	1.54381776662	1.3524813696	9.31559815751	0.510084153061	0.322081008395	0.524640556277	0.0206370056474	2.57181990607	13.5254964401	1.81266071139	2.05202858268	3.25520366853	0.510433082289	0.993291208907	7.32988832962	164.345893029	22.6826733884	280.060105733	18.3756619908	14.6424463284	30.3578849456	138.014450382	12.8746891871	23.7272892618	12.7919598084	1.22892628517	8.1437147668	4.94060247691	1.07288664773	22.9890164989	10.1224557725	69.7737104378	22.7162686183	8.35777432699	62.7831659839	27.1667606497
Carbon dioxide (CO2) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	64493.7434337	108663.628507	43189.832392	14622.4147903	113773.957134	778675.936024	49280.3722875	14824.0638337	269720.882127	46139.9540879	322816.627902	147323.23177	19201.1719711	58818.563409	55621.0349888	330797.081566	18398.1355108	11603.0176738	10579.3971336	1365.59094686	185171.461979	298854.046101	58488.4040948	78455.4403255	44159.3153554	14868.3404965	31831.8029859	382891.419531	4914411.65998	1161404.92485	12660281.0123	594652.916873	718419.281396	495884.872083	3001945.19	508945.502392	1852147.64208	464197.208164	48220.7884379	481430.106528	316233.41639	65923.1248219	706349.829415	411470.432117	2492003.26555	773964.276679	379020.902766	856254.254927	2377999.97899
Methane (CH4) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	9041.93806994	11381.7961996	8456.73985723	586.31054266	12747.0598492	69084.2449706	10287.2334789	3585.85700423	45990.9202405	19929.2616383	59202.4335426	13129.4366721	4518.53948955	12861.6523886	26590.7968214	43620.3192988	3990.93596068	727.257827375	1940.45725608	166.562029995	17990.3661377	124658.173591	13655.6444476	22332.210782	11092.1668319	3161.5438523	5910.93659178	92805.9839707	647306.103057	24527.6323102	1501232.28816	127271.088659	29857.1715885	526407.874278	1200234.81786	203910.936198	543028.383765	224490.895236	5217.71857393	88112.3378467	2826.11923002	16995.596814	450592.929709	75706.4676669	1261085.40192	571296.418926	179931.690403	1460559.59445	740062.702792
Nitrous Oxide (N2O) CO2EQ IPCC categories 1 to 4 and 6 to 7 (excl land use, land use change and forestry)	3109.39854288	4297.41307928	4296.26596458	285.630307598	6081.01889266	32696.2039466	5726.59481015	1985.17025661	19593.0543845	5719.40595341	33880.6396524	4288.55285745	1544.09068308	6640.52349855	13915.6388342	13784.6329338	3959.18065796	424.915671753	1722.95865291	34.7417576631	7861.84175237	25408.5107706	3044.76412484	7967.27147822	4950.43173579	779.911249069	2058.5632983	28032.8220853	249556.735489	14800.473188	531172.224307	40189.1984664	9500.9551614	195861.492632	326683.816454	47117.3907388	60511.1900849	71803.2915429	2247.72795624	34762.7574924	3377.09045121	3437.72008416	118960.718154	17185.8622318	302873.412041	156824.70049	45062.108345	522021.049822	70331.5988756
Carbon dioxide (CO2) Fuel combustion and cement	63570.2771869	105009.582549	42670.4550498	14443.2471895	112205.990455	771384.89251	49106.8107179	14788.4123346	264108.633028	45661.6739487	316336.796951	146645.526636	19035.2992757	58206.5889251	54383.205082	329027.694539	18219.0296945	10658.8998709	10515.8932598	1364.60019512	178325.978979	294091.2172	55047.9847055	78050.6845087	42732.7035921	14723.608681	30915.7271875	380705.15112	4872876.25955	1136613.84247	12297998.4525	590107.68003	713405.957753	466819.037421	2983027.1417	498559.185965	1842915.01764	459708.888305	48029.7162678	469320.639124	314655.098312	65791.7227343	700088.11662	408674.902731	2446168.51794	757993.653015	363423.348617	845601.968047	2349058.94494
Carbon dioxide (CO2) Fuel combustion	61813.6166412	102515.87911	41656.5328937	13772.1462631	110271.83152	759543.426688	47911.34346	14459.607153	254815.098283	45006.6401706	309391.052656	142663.635632	17972.7883552	57449.1758577	52000.1264809	321464.269298	17772.6478651	10267.4379761	10007.3501685	1364.41447108	178052.292764	285969.9081	51470.1787832	74373.4553477	41092.4646756	14343.4406274	29382.1900867	376499.01441	4823294.50929	1110419.33208	11234042.2426	582781.241324	691776.692371	443787.587209	2822043.90359	478799.877487	1819558.76962	456443.083758	45339.160239	426295.89272	309749.150768	64970.166343	662828.577288	402371.986613	2303286.27607	723183.286397	349408.412714	776776.751942	2234453.0414
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 1999) | GWP100 (IPCC, 2007)	88801135673.2	128875208445	58728643230.2	15927840861.7	140049452434	912695317994	67046710357.9	20501104082.4	340539327324	73139264554.3	437484885460	166703663113	25388765169.8	81604785648.2	98178575174	411891412891	29188995804.7	12985122846	16118584382	2014856517.11	215349540782	494102939674	102663274112	110813807063	62297314288.9	19622735210.4	41876111753.2	518602943856	6.25416398983e+12	1.3637426142e+12	1.50294493268e+13	803207789655	762772684760	1.2289928959e+12	4.56360571323e+12	783252570296	2.62282634894e+12	772238231136	59771411631.2	614394662760	333489080509	88119289458.1	1.27610947913e+12	507570418278	4.08397793031e+12	1.56435029058e+12	623765515666	2.84425454665e+12	3.20791431395e+12
GHG emissions (GWP100min) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 min(Houghton et al., 2001)	89562631500.4	130526177250	58946118198.8	16768981640.2	141341118329	931503354050	69613650457.3	20612774600.6	345330808959	72935230379.8	442270083029	177671693140	25801894511.8	82360467295.5	104875154712	417559419600	29628684374.2	13304256975.6	16448892729.7	2091996076.14	217186704222	489922517955	102906549167	111521427748	62962873558.6	19945017048.4	42368784216.2	521272695392	6.31002418939e+12	1.39417690869e+12	1.5255633599e+13	805034416034	774087990233	1.2083260576e+12	4.5833957633e+12	786244551605	2.62168861594e+12	763184382479	61874911396.3	615268850601	339941794157	90169573753.8	1.27222797904e+12	511329495368	4.05249843568e+12	1.54852505502e+12	623973664357	2.78203682376e+12	3.20092528159e+12
GHG emissions (GWP100max) | Problem oriented approach: non baseline (CML, 1999) | net GWP100 max(Houghton et al., 2001)	90815154858.9	132437016289	59428470153.2	16921302705.1	143394083261	947765156505	72138171877.7	20923450884.5	353204178602	73782644167.8	449265006512	182062449818	26446604486.1	84334430047.8	118916713881	425227298299	30177088913.1	13389747570.4	16799655982.1	2169523759	218807393814	495046322886	103529463568	113960788416	63813583045.1	20473848038	43467139322.8	526365010838	6.39766301696e+12	1.42703232214e+12	1.55924462878e+13	813870283428	784330947859	1.22759897118e+12	4.72856452192e+12	805889229274	2.65067776e+12	768624525891	65250488794.7	620435691667	344438213778	92106943056.1	1.31503695489e+12	518673409431	4.11721530366e+12	1.57586015244e+12	639420677820	2.86596306566e+12	3.23228511924e+12
GHG emissions (GWP20) | Problem oriented approach: non baseline (CML, 1999) | GWP20 (IPCC, 2007)	105636805826	150126984686	74492911109.6	17012176465	163818275719	1.03972663384e+12	86124026723	27180116243.4	426305522081	110408553623	547612846798	191244513347	33832603426.3	105503374761	147735238557	493199095666	36570241242.8	14338919910.7	19712779869.5	2326726062.09	248603669712	715353308598	128226431784	152542685826	82937503531.5	25540051781.3	52924698217.7	691620714137	7.45733826876e+12	1.40819615467e+12	1.78279949296e+13	1.04065534352e+12	817481314394	2.21258436889e+12	6.80968811409e+12	1.16507623844e+12	3.6371774408e+12	1.1920729441e+12	69381379290.7	778956154923	337139482452	119848579527	2.1194623804e+12	649221449553	6.4446287465e+12	2.63338751549e+12	960161319720	5.57332246785e+12	4.5961914376e+12
GHG emissions (GWP500) | Problem oriented approach: non baseline (CML, 1999) | GWP500 (IPCC, 2007)	81082507103.7	118865713106	50747637260	15371485736	128209892193	851368188444	57223249434.2	17039323318.9	299088385673	56514817612.3	379919574792	155478744552	21488160022.3	69515721108.2	72903829823.9	375161714938	24482715816.1	12271582504.4	13927845280.7	1881806974.1	199482074569	413524096555	91691812525.1	91380427319.1	52253654751.9	17041650219.8	36758647008.4	441224948384	5.69019616817e+12	1.34105518977e+12	1.37361802267e+13	695815605132	738992817823	767277450095	3.56879262248e+12	618349813560	2.22213423736e+12	581029714223	55231217819.1	536137761395	332174217642	74776410900.4	904444195924	446681893320	3.0595794371e+12	1.09048440511e+12	477281851114	1.57392760871e+12	2.65934538166e+12
ozone layer depletion (ODP steady state) | Problem oriented approach: baseline (CML, 1999) | ODP steady state (WMO, 2003)	3430.31089479	4298.22324321	2365.74299117	4732.3492922	5438.20711729	28193.2000391	2516.48105141	765.02230996	13396.8265676	1709.0975215	20303.8988206	3991.51619691	2229.55970404	5679.68418908	3503.6726738	17882.3667	1089.55107632	312.694847075	930.255253172	110.81918252	3814.38994357	11749.1695632	2434.90374801	7337.53510808	2149.5800679	1102.13449262	917.263310829	13364.4105952	283706.962926	48905.7573885	326243.492679	35204.8535346	18042.4434936	49702.2716629	250698.342039	43443.8866322	83055.3731563	17191.2595467	2671.51397955	15416.2291653	11713.8910716	4068.04855986	85996.7280799	14795.6922634	179266.479815	67736.0319426	20537.6325225	265635.247211	130971.046173
human toxicity (HTP inf) | Problem oriented approach: baseline (CML, 1999) | HTP inf. (Huijbregts, 1999 & 2000)	136873171082	319972446210	166126843670	302582092426	166685707067	3.94537600817e+12	752760151856	42830960981.6	568811009517	122960264764	670009369043	3.60789529617e+12	73810971666.8	62472742530.5	738797281313	955522474442	35334809691.3	113588480961	58565257803.7	10451444135.5	467403934410	374404966006	111673158998	533905052715	219520055310	48798016066.5	121438847702	1.46572134379e+12	5.81406464718e+12	4.07940942878e+12	1.25104711395e+14	806984566298	1.65162247048e+12	9.85287903884e+12	3.34401731397e+12	9.46293748998e+12	1.18601996679e+13	272879371487	342693763506	6.46108616274e+12	1.24745730874e+12	801146127779	1.38879216927e+12	1.84988545657e+12	2.39140343561e+13	1.2021983101e+13	5.09266269418e+12	7.30003293153e+12	1.12327962103e+13
Freshwater aquatic ecotoxicity (FAETP inf) | Problem oriented approach: baseline (CML, 1999) | FAETP inf. (Huijbregts, 1999 & 2000)	111395772.121	266844647.619	114368427.356	287033644.349	143921252.754	4104307165.35	654801840.785	60140405.266	904241732.878	113934808.107	838350423.82	3471820327.33	76068931.6863	129668092.391	999128015.544	1137331267.14	39016704.766	78372451.3508	56494538.0194	9701897.33179	470601048.029	481968200.214	97218061.474	409000046.296	208202478.292	51214799.7423	112925477.968	1457016724.65	5251907364.17	4520871047.87	110211326512	1120851512.44	1986640308.95	7383336060.41	12633921723.3	6951477176.84	12905353727.2	557363941.237	209177569.33	3897126854.2	1240518368.33	734471710.759	2735149884.4	1985385082.56	19314850442	8977239710.54	4448169461.08	9756951456.65	9945523773.88
Marine aquatic ecotoxicity (MAETP inf) | Problem oriented approach: baseline (CML, 1999) | MAETP inf. (Huijbregts, 1999 & 2000)	283814967832	997529093676	517836791415	1.23209747612e+12	519058858297	1.69778904578e+13	2.60767078188e+12	690271392539	2.04977830733e+12	422655564150	2.22142894694e+12	1.52563491235e+13	248804962265	265859017409	1.37463079141e+12	3.08212332042e+12	125292850295	252043905923	174229620808	40572747570.7	1.60733847804e+12	1.56130291169e+12	323465575684	976758995464	818312737502	135198284484	193571543686	5.78722416221e+12	2.37096379847e+13	1.9706268075e+13	2.96753978256e+14	3.40964204266e+12	6.16807632517e+12	1.98446499056e+13	9.31948517004e+13	2.06315355437e+13	6.51604486136e+13	3.94964997602e+12	664407906522	1.17629371876e+13	4.69874654124e+12	2.55363520084e+12	8.80039388962e+12	5.52059543793e+12	5.81536041462e+13	2.56195303524e+13	2.23611682843e+13	1.68394546051e+13	3.12415437531e+13
Freshwater sedimental ecotoxicity (FSETP inf) | Problem oriented approach: non baseline (CML, 1999) | FSETP inf. (Huijbregts, 1999 & 2000)	193403243.804	559844592.24	167564725.013	709856205.441	252733889.944	10250636658.6	1533900025.7	131169095.532	2279863767.73	231675106.212	2007591433.74	8676877359.05	173550416.8	328953358.307	2427673482.72	2810027159.18	88221159.7105	143835737.102	128491044.17	20988505.5327	1138430994.11	1045171012.81	192605664.024	705875147.513	473239223.231	114019302.453	229176242.24	3504477822.99	9591050883.8	10728157321.7	210995736234	2774086098.92	4658785875.7	13122909459.3	33303174916.4	12069733491.6	28075545232.6	1311649213.7	328583858.552	5355818550.04	2929013218.59	1757357461.72	7170447331.14	4283503719.02	36221744527.3	15768628608.4	9253533306.08	23013322142.5	19442799210.5
Marine sedimental ecotoxicity (MSETP inf) | Problem oriented approach: non baseline (CML, 1999) | MSETP inf. (Huijbregts, 1999 & 2000)	263984010163	959670959362	354232681376	1.20873490068e+12	311353904123	1.599690392e+13	2.51832890769e+12	384871494685	1.69976939387e+12	375453794498	2.07054348896e+12	1.44539142849e+13	236796111349	175770677391	1.23262413937e+12	2.92479888822e+12	116130104137	246372333572	169392398495	38157564199.5	1.5598649548e+12	1.04214137136e+12	304094173239	813799884964	756860669869	113234800890	163098000422	5.59447433084e+12	1.79126181792e+13	1.87388992642e+13	2.26757300171e+14	3.02956625377e+12	5.83479294512e+12	1.91818323198e+13	5.29847177305e+13	1.96756389684e+13	4.52493489244e+13	2.16255731167e+12	594120844099	9.76877067922e+12	4.49173278355e+12	2.5041626081e+12	6.54242301371e+12	4.60447820133e+12	5.324350347e+13	2.4625857733e+13	1.76319390242e+13	1.64263257877e+13	3.02174119147e+13
Terrestrial ecotoxicity (TETP inf) | Problem oriented approach: baseline (CML, 1999) | TETP inf.(Huijbregts, 1999 & 2000)	459687912.991	2227814624.06	292905163.435	2310729955.77	1783372250.59	29252353476.3	6648935053.42	416264587.298	2607014174.93	844815373.967	5126283165.47	27984159026.5	772894858.912	634526068.062	8548319059.86	7441972087.62	368392851.751	355748326.172	355648063.202	118023559.366	3862747586.07	2492762121.58	346763046.118	1949245450.25	1537187404.59	353186848.588	1374201707.69	12584758399.6	25394019739.8	30106184246.1	349687025001	6614582464.67	10229954406	90198093165.9	86960847689.9	99627781972	121469212582	3399397827.25	3917498148.71	14209769427.3	7940373300.99	7171074799.24	12930509356.5	16951556106.3	220758103513	116002458034	58587947029.6	72670601432.8	120430960926
human toxicity (HTP20) | Problem oriented approach: non baseline (CML, 1999) | HTP 20 (Huijbregts, 1999 & 2000)	14784811663.7	177770513713	18343041892.2	296489352208	9106912098.53	3.54386823626e+12	587742467931	33752798530.4	176849270632	44620565545.3	324061964371	3.42149340196e+12	44301567182.1	7390000161.65	72715135582.3	575710631574	18178514436.6	42946186695.4	33191509406.3	6074249639.27	340947460511	24613587441.6	41924510592.3	45164083012.2	141749724535	16620919314.3	7953701440.08	1.17537969663e+12	1.76793158666e+12	3.10854516631e+12	8.93651767138e+12	496517341095	748404097732	1.8816476948e+12	2.89402709895e+12	1.87323419387e+12	4.18970088957e+12	100181069085	92894511281.7	600381365580	891689506383	602101431228	821431732733	338966595436	5.48940396823e+12	2.32946755809e+12	2.29749993592e+12	1.49531268631e+12	2.99646897501e+12
Freshwater aquatic ecotoxicity (FAETP20) | Problem oriented approach: non baseline (CML, 1999) | FAETP 20 (Huijbregts, 1999 & 2000)	22532489.4081	22215407.9875	15688651.3778	17376541.4321	48937026.7033	575953314.69	58341911.3894	12427774.2779	439340950.954	18804010.0157	289160830.242	319839567.716	15730998.1262	77223255.9468	530927164.523	374283071.917	8764774.30917	5779509.25936	12112164.9632	739945.942086	92288491.2565	208063376.396	14120741.5169	106753839.03	28688844.4413	17733700.6061	45793658.5316	178675861.802	787183445.289	469830269.63	37091467581.1	381867305.221	549161561.623	1172786262.91	6110677221.18	841183093.974	3719450508.11	246830950.474	14005540.2185	420762402.755	187636439.319	117046828.388	1308328736.56	682180273.454	3431118029.55	1222497230.78	732887155.326	4303816693.03	1516861479.53
Marine aquatic ecotoxicity (MAETP20) | Problem oriented approach: non baseline (CML, 1999) | MAETP 20 (Huijbregts, 1999 & 2000)	875699731.506	2064850496.71	688354917.415	2611345025.41	1499382781.07	41990919230.5	5960787728.27	536014893.114	13674409406.6	944949658.243	10497464705	33407402388.6	773948357.876	2206444108.81	15663705102	14655787739.5	417981252.302	524553245.409	585549944.449	74060415.6708	5063724523.71	6267241272.39	769092878.777	3714723359.91	1914439122.5	629227126.428	1413755864.19	13772255273.2	38807164515.2	39314527813.4	1.17955479951e+12	14342362050.1	22148595822.3	55896467737.1	187713234667	47315630115.8	134068040394	7399691817.93	1276021746.75	20910645976.9	12043190796.1	7559150820.53	42981822923	23181428030.4	158929614421	63921926713.1	34536978363.7	138598086486	78018949855.1
Freshwater sedimental ecotoxicity (FSETP20) | Problem oriented approach: non baseline (CML, 1999) | FSETP 20 (Huijbregts, 1999 & 2000)	70386171.364	62007853.835	45138045.9858	43847133.0776	152655129.709	1706263023.6	162445439.09	31812264.3507	1412897572.2	56461060.4596	913427129.995	885165767.471	48139872.0586	248214452.18	1725562650.6	1189423588.71	27186195.9998	16391124.5532	37377572.2321	2023980.81513	283807403.699	655726051.438	42176090.0812	337998926.773	85114926.3864	56387158.915	147271630.883	523571079.637	2274164134.23	1341266727.21	117559575934	1205194335.81	1728553427.12	3639251058.02	18784978976.1	2558142216.74	11448758630	753652101.23	39007502.5612	1252870430.22	564330623.41	355687218.459	4163328057.73	2167188076.8	10641101445.8	3756915930.42	2164465649.07	13885006056.3	4674785248.13
Marine sedimental ecotoxicity (MSETP20) | Problem oriented approach: non baseline (CML, 1999) | MSETP 20 (Huijbregts, 1999 & 2000)	2247916157.46	3889506440.74	1597785764.53	4475716677.72	4287065213.83	85632718127.3	11125295671	1153704635.33	39394275237.5	2145634181.64	27818741196.4	61642884136.1	1788002187.97	6654120606.63	46900968459.4	38006749678.6	996644500.585	995885438.466	1376082314.51	137223543.388	11400259871.4	18141134126	1683256391.58	10124906099.6	3995107271.11	1698287335.21	4138689323.87	27531520223.8	85723371047.9	76693836951.8	3.36503354548e+12	37376711945	56532697560.7	132632792903	530260279285	105296256858	350351358044	20743554990.1	2506333751.24	47686258350.6	25585020651.8	16096682845.6	121726316106	64251957448.7	382635096486	146312531926	79295691956.4	400455912614	178728179223
Terrestrial ecotoxicity (TETP20) | Problem oriented approach: non baseline (CML, 1999) | TETP 20 (Huijbregts, 1999 & 2000)	3056757.44257	18305115.9828	4999755.35311	25185876.2162	4995492.30155	321609690.114	56838771.3033	4400203.80634	27478067.5857	6926799.34095	37190996.6981	298384487.773	4294771.45446	2427295.4806	33215221.8278	56034211.2654	2358803.43197	4197283.28279	3118805.01291	714622.382946	32391042.2007	15720755.3704	4042278.60994	12351847.8431	13083278.3168	2033360.2012	4876414.34575	103553298.094	205781587.445	327791836.784	3286780691.13	57382119.4177	93254412.3289	270170132.377	451659636.176	267199876.931	468074572.613	28959926.2121	18517697.7969	122974906.176	81217388.8915	55318674.248	105572422.243	59597059.5319	741538442.417	341540863.465	172084928.139	241003531.335	371555271.329
human toxicity (HTP100) | Problem oriented approach: non baseline (CML, 1999) | HTP 100 (Huijbregts, 1999 & 2000)	14788719097.8	177778522268	18346644712.7	296492265576	9113482749.7	3.54394453698e+12	587760270653	33756629356	176868289263	44625041195	324092460888	3.42153913044e+12	44303259830.7	7394034450.77	72759517560.1	575732998968	18180186389.3	42947551723.2	33193252596.8	6074688274.44	340958266883	24634999420.1	41926580942.7	45177808886.4	141756162345	16621910801.4	7960143917.79	1.17540744633e+12	1.76811462476e+12	3.10871339537e+12	8.9396047333e+12	496542479341	748448636100	1.88205776647e+12	2.89493037002e+12	1.87368247096e+12	4.19052633364e+12	100212616350	92913464280.7	600493726453	891711960545	602111554159	821527560714	339058715821	5.49044019024e+12	2.32999503101e+12	2.29793749516e+12	1.49572443173e+12	2.99698551914e+12
Freshwater aquatic ecotoxicity (FAETP100) | Problem oriented approach: non baseline (CML, 1999) | FAETP 100 (Huijbregts, 1999 & 2000)	27587783.9245	37590896.2017	23072889.2737	37514203.2483	59420324.5092	877040369.298	102094787.854	21766350.4212	508329357.027	25486377.0491	344058035.645	576260263.574	20467337.4686	87825926.1953	600107754.487	453862834.085	11312041.787	9677093.28761	15551947.645	1328217.79423	123971077.112	244717164.148	19352414.578	128017880.853	42427863.6317	21283479.0074	52340843.9066	276533151.488	1141203100.76	766877398.802	43810536046.8	463545963.915	675506120.34	1495348528.82	7729675914.71	1136970733.19	4794956440.28	315811761.745	23748581.1141	589911332.22	270064037.597	166661304.758	1544471571.05	806611369.661	4399701476.49	1610450090.94	1024354821.15	4904107249.33	1999960642.32
Marine aquatic ecotoxicity (MAETP100) | Problem oriented approach: non baseline (CML, 1999) | MAETP 100 (Huijbregts, 1999 & 2000)	2595356322.37	10621187798.2	2537780138.36	14925445331.7	3091518848.99	196493987100	31128358859.4	2211029318.46	27616016698.6	3668032936.07	28594095511.7	176962836164	2941084290.59	3524928213.75	26026134576.4	43093013431	1489644814.86	2669974933.21	2153839439.4	384162973.174	20339319802.5	12155342840.6	3181670930.36	9245053859.64	8654110057.96	1632793933.22	2649111542.87	66057173011.8	156663607740	192394469098	2.48101220345e+12	41255963739.3	67575543101	202383456460	403431107882	193148496224	377644214423	16190512508.2	6150073770.83	80246087899.9	53061030475	33339080755.1	94047453355.5	55083670731.8	558528733503	248069457509	130114182112	281332855227	300839535806
Freshwater sedimental ecotoxicity (FSETP100) | Problem oriented approach: non baseline (CML, 1999) | FSETP 100 (Huijbregts, 1999 & 2000)	84695878.8343	101218344.424	60508476.0546	94786100.9336	177986941.831	2486715414.31	274151143.184	47656087.5258	1622408610.41	73545361.0855	1074668032.58	1531452354.41	61063136.4231	280284163.857	1952839352.52	1422967747.69	34157720.1482	26499319.4119	46969905.9892	3491561.99617	370685654.812	753438703.944	55924219.3383	397741424.942	120468397.602	66505089.9128	167625878.548	779281677.84	3064527099.6	2099329498.95	136257959475	1437112510.32	2091303428.19	4545380140.21	22329975313.6	3355211647.7	13967882371	900568325.307	62643444.735	1661873732.32	782749835.745	489806052.734	4827499142.61	2523985344.99	13277067274.2	4822726131.51	2831905502.35	15834640679.1	6008545403.64
Marine sedimental ecotoxicity (MSETP100) | Problem oriented approach: non baseline (CML, 1999) | MSETP 100 (Huijbregts, 1999 & 2000)	4340215116.33	13802253709.2	3759795911.69	18629243995.6	6348571613.27	265309673695	40228061718.6	3017222452.06	57913946090.5	5343896167.8	50108395118.2	227229346423	4341103332.49	8602540204.07	62222902750.5	72751873119.5	2269751512.6	3480691492.22	3235138135.99	493986852.279	29406950466.9	25940467968.4	4492654979.71	17137064999.8	11862004907	2945271644.16	5854103174.57	88079811963.3	222160757608	253205849937	5.05589329342e+12	70273011905.6	111425825528	313009611594	801959610881	283493165808	650167852468	31630051670	8211468669.45	117997871083	73437644922.1	46254136625.9	187324012369	105593115255	872841936430	371597439252	193547441924	594977941941	448338105199
Terrestrial ecotoxicity (TETP100) | Problem oriented approach: non baseline (CML, 1999) | TETP 100 (Huijbregts, 1999 & 2000)	14130524.1939	87237063.6762	23278536.2627	120114417.973	22878551.3889	1523328760.01	270925698.357	20422667.0165	119586103.041	32699298.4141	171235600.938	1419451768.36	20307493.6626	9663037.2717	146240913.936	259143416.919	11106057.4808	19938656.348	14655392.5973	3417248.3671	152942952.161	69732089.6838	19015266.4689	56449598.2335	61981516.9129	9303695.22489	22386614.465	492249333.822	963529121.018	1556282131.51	14707980273.8	264886843.576	432637275.908	1287700353.96	1979674896.79	1285317463.11	2153477230	130416206.574	88798027.9962	577134317.229	384057736.117	262403163.208	470011316.612	271036894.803	3514755715.54	1634921399.33	818179704.081	1060163468.44	1772833471.59
human toxicity (HTP500) | Problem oriented approach: non baseline (CML, 1999) | HTP 500 (Huijbregts, 1999 & 2000)	14799222709.3	177801319931	18353115308.7	296501114674	9129452761.13	3.54413483105e+12	587801680354	33762593929	176913866724	44635433045.1	324164409336	3.4216618972e+12	44308496419.4	7402366436.8	72863102474.3	575797663782	18183514817.3	42951129997.5	33197639503.7	6075737875.07	340989818693	24671346813.2	41931625650.4	45208965271.9	141772917680	16624535270	7975383628.92	1.17549246527e+12	1.76857813446e+12	3.10904558143e+12	8.94575650466e+12	496611111894	748567703559	1.8834849736e+12	2.89687937911e+12	1.87526050752e+12	4.19310372283e+12	100274946693	92953836477.8	600761129210	891774565458	602146576873	821668515332	339340987236	5.49388334547e+12	2.33182655918e+12	2.29943159756e+12	1.49687372033e+12	2.99882379293e+12
Freshwater aquatic ecotoxicity (FAETP500) | Problem oriented approach: non baseline (CML, 1999) | FAETP 500 (Huijbregts, 1999 & 2000)	38838817.2686	89172919.4231	36549982.5887	109508099.3	69559190.0477	1782901583.25	248918446.067	34740005.3123	583426258.339	43001460.9339	447341949.665	1417396315.81	33206582.0392	93978242.7499	646870472.443	611936422.811	17597748.7605	22857653.3646	24699026.3846	3272255.93502	211867776.659	281336449.404	34602911.2009	161720269.273	82567920.3908	26934984.3694	58678148.8657	587863574.509	1924243975.69	1729011371.44	52243332412.8	617550555.199	954463405.683	2326040272.08	9250350401.35	1970436409.79	6348547496.97	380577580.114	53302851.5552	995622481.908	514661927.879	314113794.019	1830832766.83	985418390.965	6700029322.56	2668968717.02	1636493014.18	5597409717.04	3321694491.8
Marine aquatic ecotoxicity (MAETP500) | Problem oriented approach: non baseline (CML, 1999) | MAETP 500 (Huijbregts, 1999 & 2000)	11109977887.6	55619567933.1	12069246614.1	79920664609.6	10156664751.7	1.00006732026e+12	163328934821	10932168955.1	87059931744.3	17671828926.2	115928529997	930774291950	14010218889.2	8005978972.33	62796233250.5	181886430197	6909747045.49	13933957501.2	10135858202.7	2012518893	98698724911.7	37315203287.8	15640407508.6	35476995236.4	43690204589.3	6385255387.75	7751929674.09	338557781604	765694304453	992489907094	8.27003095281e+12	172358834377	291831035138	956936518195	1.37996619301e+12	956223243905	1.57377744987e+12	56186880984.6	31776807978.9	386790018291	265423420981	166624636652	322945309706	204866698583	2.60397860242e+12	1.20477060051e+12	624727331169	903311074145	1.45118490573e+12
